municipality,equipment_id,equipment_name,procurement_category,requirement_score,is_needed,required_quantity
Vijayawada,E051,Drain Jetting Machine,Drainage,27.05,1,3
Vijayawada,E052,Drain Inspection Camera,Drainage,27.05,1,3
Vijayawada,E053,Portable Mud Suction Unit,Drainage,27.05,1,6
Vijayawada,E054,Drain Clearing Robot,Drainage,27.05,1,5
Vijayawada,E055,Portable Emergency Pump,Drainage,25.27,1,5
Vijayawada,E056,Flood Recovery Vehicle,Drainage,27.05,1,3
Vijayawada,E057,Storm Drain Vacuum Cleaner,Drainage,27.05,1,4
Vijayawada,E058,Portable Water Diversion Unit,Drainage,25.27,1,9
Vijayawada,E059,Chassis Mounted Water Tanker,Water Supply,12.52,1,7
Vijayawada,E060,Water Tanker,Water Supply,12.52,1,8
Vijayawada,E061,Pipeline Leakage Detector,Water Supply,12.52,1,8
Vijayawada,E062,Portable Chlorination Unit,Water Supply,12.52,1,4
Vijayawada,E063,Water Pumping Station Motor,Water Supply,12.52,1,5
Vijayawada,E064,Valve Testing Machine,Water Supply,12.52,1,4
Vijayawada,E065,Pipe Pressure Monitoring Unit,Water Supply,12.52,1,6
Vijayawada,E066,Water Quality Testing Kit,Water Supply,19.77,1,6
Vijayawada,E067,Borewell Cleaning Machine,Water Supply,12.52,1,5
Vijayawada,E068,Portable Water Storage Tank,Water Supply,12.52,1,8
Vijayawada,E069,Pipeline Repair Vehicle,Water Supply,12.52,1,3
Vijayawada,E070,Portable Pump Controller,Water Supply,12.52,1,8
Vijayawada,E071,Water Meter Calibration Unit,Water Supply,12.52,1,8
Vijayawada,E072,Pipeline Inspection Camera,Water Supply,12.52,1,4
Vijayawada,E073,Reservoir Cleaning Machine,Water Supply,12.52,1,4
Vijayawada,E074,Water Purification Mobile Unit,Water Supply,33.27,1,6
Vijayawada,E075,Portable Pipeline Flusher,Water Supply,12.52,1,4
Vijayawada,E076,Hydraulic Pipe Cutter,Water Supply,23.25,1,4
Vijayawada,E077,Portable Water Pump Unit,Water Supply,12.52,1,6
Vijayawada,E078,Emergency Water Supply Vehicle,Water Supply,26.02,1,5
Vijayawada,E079,Smart Water Monitoring Sensor,Water Supply,12.52,1,4
Vijayawada,E080,Water Pipeline Maintenance Kit,Water Supply,12.52,1,7
Vijayawada,E081,Hydraulic Excavator,Road Infra,28.73,1,6
Vijayawada,E082,Mini Excavator,Road Infra,28.73,1,6
Vijayawada,E083,Backhoe Loader,Road Infra,38.23,1,6
Vijayawada,E084,Wheel Loader,Road Infra,28.73,1,3
Vijayawada,E085,Track Mounted Excavator,Road Infra,36.65,1,2
Vijayawada,E086,Road Roller,Road Infra,18.28,1,4
Vijayawada,E087,Vibratory Road Roller,Road Infra,18.28,1,4
Vijayawada,E088,Asphalt Paver Machine,Road Infra,18.28,1,2
Vijayawada,E089,Concrete Mixer Machine,Road Infra,27.14,1,6
Vijayawada,E090,Concrete Vibrator,Road Infra,27.14,1,7
Vijayawada,E091,Asphalt Cutter,Road Infra,18.28,1,4
Vijayawada,E092,Road Marking Machine,Road Infra,14.94,1,4
Vijayawada,E093,Concrete Cutting Machine,Road Infra,27.14,1,6
Vijayawada,E094,Crack Sealing Machine,Road Infra,18.28,1,6
Vijayawada,E095,Tipper Truck,Road Infra,38.23,1,4
Vijayawada,E096,Dump Truck,Road Infra,38.23,1,6
Vijayawada,E097,Tyre Mounted Mobile Crane,Road Infra,27.14,1,1
Vijayawada,E098,Portable Concrete Pump,Road Infra,27.14,1,8
Vijayawada,E099,Hydraulic Breaker,Road Infra,36.65,1,5
Vijayawada,E100,Road Surface Milling Machine,Road Infra,18.28,1,3
Vijayawada,E101,Portable Generator for Road Work,Road Infra,29.65,1,6
Vijayawada,E102,Traffic Cone Deployment Unit,Road Infra,14.94,1,5
Vijayawada,E103,Road Repair Patch Machine,Road Infra,18.28,1,3
Vijayawada,E104,Curb Stone Laying Machine,Road Infra,27.14,1,6
Vijayawada,E105,Pavement Compactor,Road Infra,18.28,1,4
Vijayawada,E106,Diesel Generator Set,Electrical,23.62,1,3
Vijayawada,E107,Portable Generator,Electrical,15.6,1,4
Vijayawada,E108,Street Light Maintenance Lift,Electrical,9.96,0,0
Vijayawada,E109,Transformer Maintenance Vehicle,Electrical,14.98,1,4
Vijayawada,E110,Electric Cable Locator,Electrical,19.15,1,5
Vijayawada,E111,Underground Fault Detector,Electrical,19.15,1,6
Vijayawada,E112,Portable Tower Light,Electrical,8.64,0,0
Vijayawada,E113,Smart Street Light Controller,Electrical,9.96,0,0
Vijayawada,E114,Electrical Maintenance Van,Electrical,14.98,1,2
Vijayawada,E115,Portable Solar Lighting Unit,Electrical,13.28,1,7
Vijayawada,E116,Mobile Repair Van,Electrical,19.25,1,6
Vijayawada,E117,Voltage Monitoring Device,Electrical,14.98,1,4
Vijayawada,E118,Underground Cable Repair Kit,Electrical,19.15,1,6
Vijayawada,E119,Portable Battery Backup Unit,Electrical,15.6,1,6
Vijayawada,E120,Smart Utility Monitoring Console,Electrical,44.62,1,6
Vijayawada,E121,Portable Toilet Unit,Sanitation,18.19,1,5
Vijayawada,E122,Mobile Toilet Van,Sanitation,30.61,1,9
Vijayawada,E123,Public Toilet Cleaning Machine,Sanitation,26.47,1,8
Vijayawada,E124,High Pressure Washer,Sanitation,33.43,1,9
Vijayawada,E125,Disinfection Sprayer Unit,Sanitation,30.61,1,5
Vijayawada,E126,Fogging Machine,Sanitation,29.72,1,8
Vijayawada,E127,Portable Cleaning Cart,Sanitation,24.32,1,4
Vijayawada,E128,Manual Cleaning Trolley,Sanitation,24.32,1,7
Vijayawada,E129,Portable Hand Wash Station,Sanitation,18.19,1,4
Vijayawada,E130,Sanitary Waste Disposal Unit,Sanitation,17.85,1,8
Vijayawada,E131,Portable Urinal Unit,Sanitation,18.19,1,5
Vijayawada,E132,Public Washroom Maintenance Vehicle,Sanitation,26.47,1,5
Vijayawada,E133,Drain Disinfection Unit,Sanitation,23.05,1,7
Vijayawada,E134,Portable Steam Cleaning Machine,Sanitation,18.19,1,6
Vijayawada,E135,Street Disinfection Vehicle,Sanitation,26.74,1,6
Vijayawada,E136,Biohazard Disposal Container,Sanitation,21.19,1,5
Vijayawada,E137,Portable Sanitation Kiosk,Sanitation,18.19,1,5
Vijayawada,E138,Municipal Cleaning Utility Vehicle,Sanitation,33.43,1,6
Vijayawada,E139,Fire Tender Vehicle,Emergency,36.59,1,1
Vijayawada,E140,Portable Rescue Boat,Emergency,14.94,1,2
Vijayawada,E141,Emergency Communication Van,Emergency,23.96,1,3
Vijayawada,E142,Portable Medical Response Unit,Emergency,23.96,1,2
Vijayawada,E143,Emergency Water Pump,Emergency,16.85,1,6
Vijayawada,E144,Debris Removal Loader,Emergency,37.21,1,6
Vijayawada,E145,Portable Lighting Tower,Emergency,9.72,0,0
Vijayawada,E146,Emergency Generator Unit,Emergency,18.74,1,4
Vijayawada,E147,Portable Emergency Shelter Unit,Emergency,14.94,1,5
Vijayawada,E148,Hydraulic Rescue Cutter,Emergency,9.72,0,0
Vijayawada,E149,Emergency Evacuation Vehicle,Emergency,28.75,1,4
Vijayawada,E150,Portable Public Warning System,Emergency,16.13,1,7
Vijayawada,E151,Flood Monitoring Sensor,Emergency,16.85,1,7
Vijayawada,E152,Emergency Drone Surveillance Unit,Emergency,28.05,1,5
Vijayawada,E153,Portable Life Support Kit,Emergency,16.13,1,5
Vijayawada,E154,Disaster Recovery Crane,Emergency,37.21,1,3
Vijayawada,E155,Emergency Ambulance Van,Emergency,28.75,1,4
Vijayawada,E156,Portable Command Center Unit,Emergency,23.96,1,5
Vijayawada,E157,Rapid Response Vehicle,Emergency,28.75,1,5
Vijayawada,E158,Emergency Traffic Diversion Unit,Emergency,20.93,1,8
Vijayawada,E159,Portable Search Light Unit,Emergency,9.72,0,0
Vijayawada,E160,Disaster Supply Transport Vehicle,Emergency,28.75,1,6
Vijayawada,E161,Sewage Treatment Plant Pump,Specialized,2.98,0,0
Vijayawada,E162,Portable Laboratory Testing Unit,Specialized,16.82,0,0
Vijayawada,E163,Air Quality Monitoring Station,Specialized,10.41,0,0
Vijayawada,E164,Noise Pollution Monitoring Unit,Specialized,7.41,0,0
Vijayawada,E165,Construction Debris Crusher,Specialized,5.94,0,0
Vijayawada,E166,Smart Parking Monitoring Unit,Specialized,4.36,0,0
Vijayawada,E167,Municipal Survey Drone,Specialized,22.53,1,4
Vijayawada,E168,GIS Mapping Workstation,Specialized,18.75,1,2
Vijayawada,E169,Portable Air Compressor,Specialized,7.92,0,0
Vijayawada,E170,Industrial Pollution Response Unit,Specialized,3.05,0,0
Vijayawada,E171,Smart Civic Monitoring Console,Specialized,16.47,0,0
Vijayawada,E172,Portable Municipal Command Vehicle,Specialized,16.47,0,0
Vijayawada,E173,Integrated Utility Maintenance Vehicle,Specialized,25.47,1,3
Visakhapatnam,E001,Garbage Compactor Truck,SWM,28.56,1,3
Visakhapatnam,E002,Mini Garbage Tipper,SWM,28.56,1,5
Visakhapatnam,E003,Refuse Collector Vehicle,SWM,28.56,1,4
Visakhapatnam,E004,Portable Waste Compactor,SWM,28.56,1,5
Visakhapatnam,E005,Mechanical Road Sweeper,SWM,28.36,1,5
Visakhapatnam,E006,Vacuum Road Sweeper,SWM,28.36,1,4
Visakhapatnam,E007,Dumper Placer Vehicle,SWM,28.56,1,4
Visakhapatnam,E008,Waste Collection Container,SWM,28.56,1,5
Visakhapatnam,E009,Hydraulic Waste Loader,SWM,28.56,1,6
Visakhapatnam,E010,Transfer Station Container,SWM,28.56,1,7
Visakhapatnam,E011,Plastic Baler Machine,SWM,43.85,1,9
Visakhapatnam,E012,Organic Waste Shredder,SWM,28.56,1,9
Visakhapatnam,E013,Bio Waste Composting Machine,SWM,28.56,1,6
Visakhapatnam,E014,Portable Garbage Bin Set,SWM,38.64,1,6
Visakhapatnam,E015,Skid Steer Loader,SWM,57.09,1,5
Visakhapatnam,E016,Waste Conveyor Belt Unit,SWM,28.56,1,5
Visakhapatnam,E017,Industrial Waste Crusher,SWM,40.49,1,6
Visakhapatnam,E018,Dumpster Container,SWM,28.56,1,8
Visakhapatnam,E019,Front Loader Waste Vehicle,SWM,28.56,1,5
Visakhapatnam,E020,Waste Segregation Conveyor,SWM,28.56,1,6
Visakhapatnam,E021,Leaf Collection Vacuum Unit,SWM,28.36,1,9
Visakhapatnam,E022,Portable Bin Lifter,SWM,28.56,1,9
Visakhapatnam,E023,Waste Hopper Unit,SWM,28.56,1,8
Visakhapatnam,E024,Biomedical Waste Carrier,SWM,28.56,1,6
Visakhapatnam,E025,Municipal Waste Crane,SWM,43.85,1,3
Visakhapatnam,E026,Street Cleaning Cart,SWM,28.36,1,5
Visakhapatnam,E027,Waste Transfer Trailer,SWM,28.56,1,4
Visakhapatnam,E028,Mobile Waste Collection Unit,SWM,28.56,1,5
Visakhapatnam,E029,Truck Mounted Suction Cum Jetting Machine,Sewerage,25.27,1,2
Visakhapatnam,E030,Sewer Jetting Machine,Sewerage,25.27,1,4
Visakhapatnam,E031,High Pressure Sewer Cleaner,Sewerage,25.27,1,4
Visakhapatnam,E032,Root Cutting System for Sewer Line,Sewerage,13.88,1,8
Visakhapatnam,E033,Sewer Inspection Camera,Sewerage,13.88,1,4
Visakhapatnam,E034,Portable Pipeline CCTV Unit,Sewerage,13.88,1,2
Visakhapatnam,E035,Vacuum Sludge Tanker,Sewerage,25.27,1,5
Visakhapatnam,E036,Manhole Desilting Machine,Sewerage,25.27,1,4
Visakhapatnam,E037,Sewer Cleaning Robot,Sewerage,13.88,1,1
Visakhapatnam,E038,Portable Sludge Pump,Sewerage,40.87,1,5
Visakhapatnam,E039,Drain Rodding Machine,Sewerage,25.27,1,8
Visakhapatnam,E040,Underground Pipe Locator,Sewerage,26.18,1,9
Visakhapatnam,E041,Drain Cleaning Machine,Drainage,31.27,1,3
Visakhapatnam,E042,Portable Dewatering Pump,Drainage,31.27,1,5
Visakhapatnam,E043,High Capacity Pump Set,Drainage,31.27,1,4
Visakhapatnam,E044,Storm Water Pump,Drainage,31.27,1,3
Visakhapatnam,E045,Submersible Pump Unit,Drainage,31.27,1,7
Visakhapatnam,E046,Canal Desilting Machine,Drainage,31.27,1,3
Visakhapatnam,E047,Portable Flood Barrier Unit,Drainage,28.03,1,5
Visakhapatnam,E048,Emergency Drainage Vehicle,Drainage,31.27,1,3
Visakhapatnam,E049,Drain Excavation Unit,Drainage,40.8,1,4
Visakhapatnam,E050,Portable Sandbag Filling Machine,Drainage,28.03,1,8
Visakhapatnam,E051,Drain Jetting Machine,Drainage,31.27,1,6
Visakhapatnam,E052,Drain Inspection Camera,Drainage,31.27,1,5
Visakhapatnam,E053,Portable Mud Suction Unit,Drainage,31.27,1,6
Visakhapatnam,E054,Drain Clearing Robot,Drainage,31.27,1,4
Visakhapatnam,E055,Portable Emergency Pump,Drainage,28.03,1,9
Visakhapatnam,E056,Flood Recovery Vehicle,Drainage,31.27,1,4
Visakhapatnam,E057,Storm Drain Vacuum Cleaner,Drainage,31.27,1,3
Visakhapatnam,E058,Portable Water Diversion Unit,Drainage,28.03,1,9
Visakhapatnam,E059,Chassis Mounted Water Tanker,Water Supply,14.38,1,4
Visakhapatnam,E060,Water Tanker,Water Supply,14.38,1,8
Visakhapatnam,E061,Pipeline Leakage Detector,Water Supply,14.38,1,6
Visakhapatnam,E062,Portable Chlorination Unit,Water Supply,14.38,1,4
Visakhapatnam,E063,Water Pumping Station Motor,Water Supply,14.38,1,2
Visakhapatnam,E064,Valve Testing Machine,Water Supply,14.38,1,4
Visakhapatnam,E065,Pipe Pressure Monitoring Unit,Water Supply,14.38,1,5
Visakhapatnam,E066,Water Quality Testing Kit,Water Supply,23.38,1,8
Visakhapatnam,E067,Borewell Cleaning Machine,Water Supply,14.38,1,6
Visakhapatnam,E068,Portable Water Storage Tank,Water Supply,14.38,1,4
Visakhapatnam,E069,Pipeline Repair Vehicle,Water Supply,14.38,1,2
Visakhapatnam,E070,Portable Pump Controller,Water Supply,14.38,1,7
Visakhapatnam,E071,Water Meter Calibration Unit,Water Supply,14.38,1,6
Visakhapatnam,E072,Pipeline Inspection Camera,Water Supply,14.38,1,5
Visakhapatnam,E073,Reservoir Cleaning Machine,Water Supply,14.38,1,5
Visakhapatnam,E074,Water Purification Mobile Unit,Water Supply,38.38,1,4
Visakhapatnam,E075,Portable Pipeline Flusher,Water Supply,14.38,1,6
Visakhapatnam,E076,Hydraulic Pipe Cutter,Water Supply,26.2,1,8
Visakhapatnam,E077,Portable Water Pump Unit,Water Supply,14.38,1,8
Visakhapatnam,E078,Emergency Water Supply Vehicle,Water Supply,29.38,1,6
Visakhapatnam,E079,Smart Water Monitoring Sensor,Water Supply,14.38,1,8
Visakhapatnam,E080,Water Pipeline Maintenance Kit,Water Supply,14.38,1,7
Visakhapatnam,E081,Hydraulic Excavator,Road Infra,40.13,1,6
Visakhapatnam,E082,Mini Excavator,Road Infra,40.13,1,5
Visakhapatnam,E083,Backhoe Loader,Road Infra,50.64,1,4
Visakhapatnam,E084,Wheel Loader,Road Infra,40.13,1,4
Visakhapatnam,E085,Track Mounted Excavator,Road Infra,47.76,1,1
Visakhapatnam,E086,Road Roller,Road Infra,27.02,1,6
Visakhapatnam,E087,Vibratory Road Roller,Road Infra,27.02,1,5
Visakhapatnam,E088,Asphalt Paver Machine,Road Infra,27.02,1,2
Visakhapatnam,E089,Concrete Mixer Machine,Road Infra,37.25,1,9
Visakhapatnam,E090,Concrete Vibrator,Road Infra,37.25,1,8
Visakhapatnam,E091,Asphalt Cutter,Road Infra,27.02,1,7
Visakhapatnam,E092,Road Marking Machine,Road Infra,24.31,1,8
Visakhapatnam,E093,Concrete Cutting Machine,Road Infra,37.25,1,8
Visakhapatnam,E094,Crack Sealing Machine,Road Infra,27.02,1,7
Visakhapatnam,E095,Tipper Truck,Road Infra,50.64,1,3
Visakhapatnam,E096,Dump Truck,Road Infra,50.64,1,5
Visakhapatnam,E097,Tyre Mounted Mobile Crane,Road Infra,37.25,1,1
Visakhapatnam,E098,Portable Concrete Pump,Road Infra,37.25,1,8
Visakhapatnam,E099,Hydraulic Breaker,Road Infra,47.76,1,3
Visakhapatnam,E100,Road Surface Milling Machine,Road Infra,27.02,1,2
Visakhapatnam,E101,Portable Generator for Road Work,Road Infra,38.54,1,8
Visakhapatnam,E102,Traffic Cone Deployment Unit,Road Infra,24.31,1,4
Visakhapatnam,E103,Road Repair Patch Machine,Road Infra,27.02,1,4
Visakhapatnam,E104,Curb Stone Laying Machine,Road Infra,37.25,1,6
Visakhapatnam,E105,Pavement Compactor,Road Infra,27.02,1,5
Visakhapatnam,E106,Diesel Generator Set,Electrical,27.54,1,6
Visakhapatnam,E107,Portable Generator,Electrical,16.88,1,4
Visakhapatnam,E108,Street Light Maintenance Lift,Electrical,16.21,1,3
Visakhapatnam,E109,Transformer Maintenance Vehicle,Electrical,17.94,1,2
Visakhapatnam,E110,Electric Cable Locator,Electrical,26.75,1,6
Visakhapatnam,E111,Underground Fault Detector,Electrical,26.75,1,5
Visakhapatnam,E112,Portable Tower Light,Electrical,9.6,0,0
Visakhapatnam,E113,Smart Street Light Controller,Electrical,16.21,1,6
Visakhapatnam,E114,Electrical Maintenance Van,Electrical,17.94,1,2
Visakhapatnam,E115,Portable Solar Lighting Unit,Electrical,15.36,1,5
Visakhapatnam,E116,Mobile Repair Van,Electrical,26.46,1,7
Visakhapatnam,E117,Voltage Monitoring Device,Electrical,17.94,1,8
Visakhapatnam,E118,Underground Cable Repair Kit,Electrical,26.75,1,8
Visakhapatnam,E119,Portable Battery Backup Unit,Electrical,16.88,1,7
Visakhapatnam,E120,Smart Utility Monitoring Console,Electrical,55.46,1,5
Visakhapatnam,E121,Portable Toilet Unit,Sanitation,21.5,1,4
Visakhapatnam,E122,Mobile Toilet Van,Sanitation,35.3,1,5
Visakhapatnam,E123,Public Toilet Cleaning Machine,Sanitation,31.03,1,6
Visakhapatnam,E124,High Pressure Washer,Sanitation,43.84,1,6
Visakhapatnam,E125,Disinfection Sprayer Unit,Sanitation,35.3,1,9
Visakhapatnam,E126,Fogging Machine,Sanitation,34.91,1,9
Visakhapatnam,E127,Portable Cleaning Cart,Sanitation,33.76,1,9
Visakhapatnam,E128,Manual Cleaning Trolley,Sanitation,33.76,1,6
Visakhapatnam,E129,Portable Hand Wash Station,Sanitation,21.5,1,8
Visakhapatnam,E130,Sanitary Waste Disposal Unit,Sanitation,31.74,1,8
Visakhapatnam,E131,Portable Urinal Unit,Sanitation,21.5,1,8
Visakhapatnam,E132,Public Washroom Maintenance Vehicle,Sanitation,31.03,1,6
Visakhapatnam,E133,Drain Disinfection Unit,Sanitation,26.63,1,8
Visakhapatnam,E134,Portable Steam Cleaning Machine,Sanitation,21.5,1,7
Visakhapatnam,E135,Street Disinfection Vehicle,Sanitation,37.1,1,5
Visakhapatnam,E136,Biohazard Disposal Container,Sanitation,36.02,1,6
Visakhapatnam,E137,Portable Sanitation Kiosk,Sanitation,21.5,1,5
Visakhapatnam,E138,Municipal Cleaning Utility Vehicle,Sanitation,43.84,1,5
Visakhapatnam,E139,Fire Tender Vehicle,Emergency,47.05,1,3
Visakhapatnam,E140,Portable Rescue Boat,Emergency,17.28,1,4
Visakhapatnam,E141,Emergency Communication Van,Emergency,27.63,1,4
Visakhapatnam,E142,Portable Medical Response Unit,Emergency,27.63,1,6
Visakhapatnam,E143,Emergency Water Pump,Emergency,18.68,1,7
Visakhapatnam,E144,Debris Removal Loader,Emergency,46.62,1,5
Visakhapatnam,E145,Portable Lighting Tower,Emergency,10.8,0,0
Visakhapatnam,E146,Emergency Generator Unit,Emergency,21.15,1,8
Visakhapatnam,E147,Portable Emergency Shelter Unit,Emergency,17.28,1,2
Visakhapatnam,E148,Hydraulic Rescue Cutter,Emergency,10.8,0,0
Visakhapatnam,E149,Emergency Evacuation Vehicle,Emergency,37.22,1,3
Visakhapatnam,E150,Portable Public Warning System,Emergency,19.44,1,7
Visakhapatnam,E151,Flood Monitoring Sensor,Emergency,18.68,1,8
Visakhapatnam,E152,Emergency Drone Surveillance Unit,Emergency,36.92,1,4
Visakhapatnam,E153,Portable Life Support Kit,Emergency,19.44,1,7
Visakhapatnam,E154,Disaster Recovery Crane,Emergency,46.62,1,2
Visakhapatnam,E155,Emergency Ambulance Van,Emergency,37.22,1,5
Visakhapatnam,E156,Portable Command Center Unit,Emergency,27.63,1,4
Visakhapatnam,E157,Rapid Response Vehicle,Emergency,37.22,1,6
Visakhapatnam,E158,Emergency Traffic Diversion Unit,Emergency,29.03,1,7
Visakhapatnam,E159,Portable Search Light Unit,Emergency,10.8,0,0
Visakhapatnam,E160,Disaster Supply Transport Vehicle,Emergency,37.22,1,6
Visakhapatnam,E161,Sewage Treatment Plant Pump,Specialized,3.74,0,0
Visakhapatnam,E162,Portable Laboratory Testing Unit,Specialized,22.63,1,3
Visakhapatnam,E163,Air Quality Monitoring Station,Specialized,14.22,0,0
Visakhapatnam,E164,Noise Pollution Monitoring Unit,Specialized,10.91,0,0
Visakhapatnam,E165,Construction Debris Crusher,Specialized,9.61,0,0
Visakhapatnam,E166,Smart Parking Monitoring Unit,Specialized,7.09,0,0
Visakhapatnam,E167,Municipal Survey Drone,Specialized,27.57,1,4
Visakhapatnam,E168,GIS Mapping Workstation,Specialized,23.37,1,5
Visakhapatnam,E169,Portable Air Compressor,Specialized,10.86,0,0
Visakhapatnam,E170,Industrial Pollution Response Unit,Specialized,3.82,0,0
Visakhapatnam,E171,Smart Civic Monitoring Console,Specialized,20.44,1,3
Visakhapatnam,E172,Portable Municipal Command Vehicle,Specialized,20.44,1,3
Visakhapatnam,E173,Integrated Utility Maintenance Vehicle,Specialized,33.87,1,4
Nashik,E001,Garbage Compactor Truck,SWM,19.03,1,3
Nashik,E002,Mini Garbage Tipper,SWM,19.03,1,6
Nashik,E003,Refuse Collector Vehicle,SWM,19.03,1,3
Nashik,E004,Portable Waste Compactor,SWM,19.03,1,7
Nashik,E005,Mechanical Road Sweeper,SWM,21.1,1,5
Nashik,E006,Vacuum Road Sweeper,SWM,21.1,1,2
Nashik,E007,Dumper Placer Vehicle,SWM,19.03,1,5
Nashik,E008,Waste Collection Container,SWM,19.03,1,4
Nashik,E009,Hydraulic Waste Loader,SWM,19.03,1,6
Nashik,E010,Transfer Station Container,SWM,19.03,1,4
Nashik,E011,Plastic Baler Machine,SWM,33.4,1,6
Nashik,E012,Organic Waste Shredder,SWM,19.03,1,4
Nashik,E013,Bio Waste Composting Machine,SWM,19.03,1,6
Nashik,E014,Portable Garbage Bin Set,SWM,26.17,1,6
Nashik,E015,Skid Steer Loader,SWM,46.03,1,3
Nashik,E016,Waste Conveyor Belt Unit,SWM,19.03,1,5
Nashik,E017,Industrial Waste Crusher,SWM,30.55,1,5
Nashik,E018,Dumpster Container,SWM,19.03,1,5
Nashik,E019,Front Loader Waste Vehicle,SWM,19.03,1,5
Nashik,E020,Waste Segregation Conveyor,SWM,19.03,1,8
Nashik,E021,Leaf Collection Vacuum Unit,SWM,21.1,1,6
Nashik,E022,Portable Bin Lifter,SWM,19.03,1,6
Nashik,E023,Waste Hopper Unit,SWM,19.03,1,7
Nashik,E024,Biomedical Waste Carrier,SWM,19.03,1,4
Nashik,E025,Municipal Waste Crane,SWM,33.4,1,5
Nashik,E026,Street Cleaning Cart,SWM,21.1,1,7
Nashik,E027,Waste Transfer Trailer,SWM,19.03,1,2
Nashik,E028,Mobile Waste Collection Unit,SWM,19.03,1,8
Nashik,E029,Truck Mounted Suction Cum Jetting Machine,Sewerage,22.46,1,3
Nashik,E030,Sewer Jetting Machine,Sewerage,22.46,1,2
Nashik,E031,High Pressure Sewer Cleaner,Sewerage,22.46,1,3
Nashik,E032,Root Cutting System for Sewer Line,Sewerage,12.32,1,5
Nashik,E033,Sewer Inspection Camera,Sewerage,12.32,1,4
Nashik,E034,Portable Pipeline CCTV Unit,Sewerage,12.32,1,3
Nashik,E035,Vacuum Sludge Tanker,Sewerage,22.46,1,4
Nashik,E036,Manhole Desilting Machine,Sewerage,22.46,1,5
Nashik,E037,Sewer Cleaning Robot,Sewerage,12.32,1,1
Nashik,E038,Portable Sludge Pump,Sewerage,31.04,1,6
Nashik,E039,Drain Rodding Machine,Sewerage,22.46,1,8
Nashik,E040,Underground Pipe Locator,Sewerage,24.05,1,5
Nashik,E041,Drain Cleaning Machine,Drainage,22.19,1,3
Nashik,E042,Portable Dewatering Pump,Drainage,22.19,1,5
Nashik,E043,High Capacity Pump Set,Drainage,22.19,1,2
Nashik,E044,Storm Water Pump,Drainage,22.19,1,3
Nashik,E045,Submersible Pump Unit,Drainage,22.19,1,5
Nashik,E046,Canal Desilting Machine,Drainage,22.19,1,2
Nashik,E047,Portable Flood Barrier Unit,Drainage,19.44,1,8
Nashik,E048,Emergency Drainage Vehicle,Drainage,22.19,1,4
Nashik,E049,Drain Excavation Unit,Drainage,31.62,1,4
Nashik,E050,Portable Sandbag Filling Machine,Drainage,19.44,1,4
Nashik,E051,Drain Jetting Machine,Drainage,22.19,1,2
Nashik,E052,Drain Inspection Camera,Drainage,22.19,1,3
Nashik,E053,Portable Mud Suction Unit,Drainage,22.19,1,7
Nashik,E054,Drain Clearing Robot,Drainage,22.19,1,5
Nashik,E055,Portable Emergency Pump,Drainage,19.44,1,4
Nashik,E056,Flood Recovery Vehicle,Drainage,22.19,1,5
Nashik,E057,Storm Drain Vacuum Cleaner,Drainage,22.19,1,4
Nashik,E058,Portable Water Diversion Unit,Drainage,19.44,1,8
Nashik,E059,Chassis Mounted Water Tanker,Water Supply,13.42,1,5
Nashik,E060,Water Tanker,Water Supply,13.42,1,4
Nashik,E061,Pipeline Leakage Detector,Water Supply,13.42,1,8
Nashik,E062,Portable Chlorination Unit,Water Supply,13.42,1,6
Nashik,E063,Water Pumping Station Motor,Water Supply,13.42,1,3
Nashik,E064,Valve Testing Machine,Water Supply,13.42,1,6
Nashik,E065,Pipe Pressure Monitoring Unit,Water Supply,13.42,1,7
Nashik,E066,Water Quality Testing Kit,Water Supply,19.8,1,4
Nashik,E067,Borewell Cleaning Machine,Water Supply,13.42,1,4
Nashik,E068,Portable Water Storage Tank,Water Supply,13.42,1,7
Nashik,E069,Pipeline Repair Vehicle,Water Supply,13.42,1,5
Nashik,E070,Portable Pump Controller,Water Supply,13.42,1,8
Nashik,E071,Water Meter Calibration Unit,Water Supply,13.42,1,8
Nashik,E072,Pipeline Inspection Camera,Water Supply,13.42,1,3
Nashik,E073,Reservoir Cleaning Machine,Water Supply,13.42,1,5
Nashik,E074,Water Purification Mobile Unit,Water Supply,28.05,1,6
Nashik,E075,Portable Pipeline Flusher,Water Supply,13.42,1,7
Nashik,E076,Hydraulic Pipe Cutter,Water Supply,24.7,1,6
Nashik,E077,Portable Water Pump Unit,Water Supply,13.42,1,5
Nashik,E078,Emergency Water Supply Vehicle,Water Supply,21.68,1,4
Nashik,E079,Smart Water Monitoring Sensor,Water Supply,13.42,1,7
Nashik,E080,Water Pipeline Maintenance Kit,Water Supply,13.42,1,6
Nashik,E081,Hydraulic Excavator,Road Infra,35.11,1,3
Nashik,E082,Mini Excavator,Road Infra,35.11,1,4
Nashik,E083,Backhoe Loader,Road Infra,44.47,1,5
Nashik,E084,Wheel Loader,Road Infra,35.11,1,6
Nashik,E085,Track Mounted Excavator,Road Infra,42.02,1,2
Nashik,E086,Road Roller,Road Infra,22.79,1,5
Nashik,E087,Vibratory Road Roller,Road Infra,22.79,1,5
Nashik,E088,Asphalt Paver Machine,Road Infra,22.79,1,1
Nashik,E089,Concrete Mixer Machine,Road Infra,32.66,1,7
Nashik,E090,Concrete Vibrator,Road Infra,32.66,1,9
Nashik,E091,Asphalt Cutter,Road Infra,22.79,1,5
