municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Howrah,E071,Water Meter Calibration Unit,8,0,33.4,0
Nashik,E071,Water Meter Calibration Unit,8,0,33.0,0
Aurangabad,E071,Water Meter Calibration Unit,8,0,33.0,0
Srinagar,E071,Water Meter Calibration Unit,7,0,32.85,0
Jabalpur,E071,Water Meter Calibration Unit,8,0,32.8,0
Bhubaneswar,E071,Water Meter Calibration Unit,8,0,32.7,0
Madurai,E071,Water Meter Calibration Unit,8,0,32.7,0
Amritsar,E071,Water Meter Calibration Unit,8,0,32.6,0
Varanasi,E071,Water Meter Calibration Unit,7,0,32.5,0
Vijayawada,E071,Water Meter Calibration Unit,8,0,32.4,0
Guwahati,E071,Water Meter Calibration Unit,7,0,32.35,0
Ranchi,E071,Water Meter Calibration Unit,7,0,32.3,0
Mysuru,E071,Water Meter Calibration Unit,8,0,32.3,0
Raipur,E071,Water Meter Calibration Unit,7,0,31.95,0
Jodhpur,E071,Water Meter Calibration Unit,7,0,31.9,0
Hubli,E071,Water Meter Calibration Unit,7,0,31.75,0
Dehradun,E071,Water Meter Calibration Unit,7,0,31.75,0
Gwalior,E071,Water Meter Calibration Unit,7,0,31.75,0
Siliguri,E071,Water Meter Calibration Unit,7,0,31.6,0
Kochi,E071,Water Meter Calibration Unit,8,0,31.48,0
Udaipur,E071,Water Meter Calibration Unit,7,0,31.2,0
Durgapur,E071,Water Meter Calibration Unit,7,0,31.18,0
Kharagpur,E071,Water Meter Calibration Unit,7,0,30.4,0
Panaji,E071,Water Meter Calibration Unit,8,0,30.15,0
Haldia,E071,Water Meter Calibration Unit,7,0,30.0,0
Tirupati,E071,Water Meter Calibration Unit,7,0,29.95,0
Malda,E071,Water Meter Calibration Unit,6,0,29.95,0
Shimla,E071,Water Meter Calibration Unit,6,0,29.65,0
Delhi,E072,Pipeline Inspection Camera,19,2,66.2,2800000
Mumbai,E072,Pipeline Inspection Camera,16,1,56.8,1400000
Bengaluru,E072,Pipeline Inspection Camera,13,1,49.9,1400000
Chennai,E072,Pipeline Inspection Camera,13,1,48.5,1400000
Hyderabad,E072,Pipeline Inspection Camera,12,1,47.5,1400000
Ahmedabad,E072,Pipeline Inspection Camera,12,1,46.4,1400000
Kolkata,E072,Pipeline Inspection Camera,11,1,44.1,1400000
Surat,E072,Pipeline Inspection Camera,11,1,42.7,1400000
Pune,E072,Pipeline Inspection Camera,11,1,41.8,1400000
Lucknow,E072,Pipeline Inspection Camera,10,1,40.7,1400000
Jaipur,E072,Pipeline Inspection Camera,10,1,40.6,1400000
Nagpur,E072,Pipeline Inspection Camera,10,1,39.7,1400000
Kanpur,E072,Pipeline Inspection Camera,9,1,39.4,1400000
Indore,E072,Pipeline Inspection Camera,10,1,39.4,1400000
Patna,E072,Pipeline Inspection Camera,9,1,39.1,1400000
Coimbatore,E072,Pipeline Inspection Camera,10,1,38.9,1400000
Visakhapatnam,E072,Pipeline Inspection Camera,10,1,38.9,1400000
Thane,E072,Pipeline Inspection Camera,10,1,38.7,1400000
Ludhiana,E072,Pipeline Inspection Camera,9,1,38.0,1400000
Faridabad,E072,Pipeline Inspection Camera,9,1,37.9,1400000
Asansol,E072,Pipeline Inspection Camera,9,1,37.7,1400000
Agra,E072,Pipeline Inspection Camera,9,1,37.5,1400000
Howrah,E072,Pipeline Inspection Camera,9,1,37.4,1400000
Nashik,E072,Pipeline Inspection Camera,9,1,37.0,1400000
Aurangabad,E072,Pipeline Inspection Camera,9,1,37.0,1400000
Srinagar,E072,Pipeline Inspection Camera,8,1,36.85,1400000
Jabalpur,E072,Pipeline Inspection Camera,9,1,36.8,1400000
Bhubaneswar,E072,Pipeline Inspection Camera,9,1,36.7,1400000
Madurai,E072,Pipeline Inspection Camera,9,1,36.7,1400000
Amritsar,E072,Pipeline Inspection Camera,9,1,36.6,1400000
Varanasi,E072,Pipeline Inspection Camera,8,1,36.5,1400000
Kochi,E072,Pipeline Inspection Camera,10,1,36.48,1400000
Vijayawada,E072,Pipeline Inspection Camera,9,1,36.4,1400000
Guwahati,E072,Pipeline Inspection Camera,8,1,36.35,1400000
Mysuru,E072,Pipeline Inspection Camera,9,1,36.3,1400000
Ranchi,E072,Pipeline Inspection Camera,8,1,36.3,1400000
Raipur,E072,Pipeline Inspection Camera,8,1,35.95,1400000
Jodhpur,E072,Pipeline Inspection Camera,8,1,35.9,1400000
Hubli,E072,Pipeline Inspection Camera,8,1,35.75,1400000
Gwalior,E072,Pipeline Inspection Camera,8,1,35.75,1400000
Dehradun,E072,Pipeline Inspection Camera,8,1,35.75,1400000
Siliguri,E072,Pipeline Inspection Camera,8,1,35.6,1400000
Udaipur,E072,Pipeline Inspection Camera,8,1,35.2,1400000
Durgapur,E072,Pipeline Inspection Camera,8,1,35.18,1400000
Kharagpur,E072,Pipeline Inspection Camera,8,1,34.4,1400000
Panaji,E072,Pipeline Inspection Camera,9,1,34.15,1400000
Haldia,E072,Pipeline Inspection Camera,8,1,34.0,1400000
Tirupati,E072,Pipeline Inspection Camera,8,1,33.95,1400000
Malda,E072,Pipeline Inspection Camera,7,1,33.95,1400000
Shimla,E072,Pipeline Inspection Camera,7,1,33.65,1400000
Delhi,E073,Reservoir Cleaning Machine,19,3,66.2,1950000
Mumbai,E073,Reservoir Cleaning Machine,16,3,56.8,1950000
Bengaluru,E073,Reservoir Cleaning Machine,13,3,49.9,1950000
Chennai,E073,Reservoir Cleaning Machine,13,2,48.5,1300000
Hyderabad,E073,Reservoir Cleaning Machine,12,2,47.5,1300000
Ahmedabad,E073,Reservoir Cleaning Machine,12,2,46.4,1300000
Kolkata,E073,Reservoir Cleaning Machine,11,2,44.1,1300000
Surat,E073,Reservoir Cleaning Machine,11,2,42.7,1300000
Pune,E073,Reservoir Cleaning Machine,11,2,41.8,1300000
Lucknow,E073,Reservoir Cleaning Machine,10,2,40.7,1300000
Jaipur,E073,Reservoir Cleaning Machine,10,2,40.6,1300000
Nagpur,E073,Reservoir Cleaning Machine,10,2,39.7,1300000
Kanpur,E073,Reservoir Cleaning Machine,9,2,39.4,1300000
Indore,E073,Reservoir Cleaning Machine,10,2,39.4,1300000
Patna,E073,Reservoir Cleaning Machine,9,2,39.1,1300000
Coimbatore,E073,Reservoir Cleaning Machine,10,2,38.9,1300000
Visakhapatnam,E073,Reservoir Cleaning Machine,10,2,38.9,1300000
Thane,E073,Reservoir Cleaning Machine,10,2,38.7,1300000
Ludhiana,E073,Reservoir Cleaning Machine,9,2,38.0,1300000
Faridabad,E073,Reservoir Cleaning Machine,9,2,37.9,1300000
Asansol,E073,Reservoir Cleaning Machine,9,2,37.7,1300000
Agra,E073,Reservoir Cleaning Machine,9,2,37.5,1300000
Howrah,E073,Reservoir Cleaning Machine,9,2,37.4,1300000
Nashik,E073,Reservoir Cleaning Machine,9,2,37.0,1300000
Aurangabad,E073,Reservoir Cleaning Machine,9,2,37.0,1300000
Srinagar,E073,Reservoir Cleaning Machine,8,2,36.85,1300000
Jabalpur,E073,Reservoir Cleaning Machine,9,2,36.8,1300000
Bhubaneswar,E073,Reservoir Cleaning Machine,9,2,36.7,1300000
Madurai,E073,Reservoir Cleaning Machine,9,2,36.7,1300000
Amritsar,E073,Reservoir Cleaning Machine,9,2,36.6,1300000
Varanasi,E073,Reservoir Cleaning Machine,8,2,36.5,1300000
Kochi,E073,Reservoir Cleaning Machine,10,2,36.48,1300000
Vijayawada,E073,Reservoir Cleaning Machine,9,2,36.4,1300000
Guwahati,E073,Reservoir Cleaning Machine,8,2,36.35,1300000
Mysuru,E073,Reservoir Cleaning Machine,9,2,36.3,1300000
Ranchi,E073,Reservoir Cleaning Machine,8,2,36.3,1300000
Raipur,E073,Reservoir Cleaning Machine,8,2,35.95,1300000
Jodhpur,E073,Reservoir Cleaning Machine,8,2,35.9,1300000
Hubli,E073,Reservoir Cleaning Machine,8,2,35.75,1300000
Gwalior,E073,Reservoir Cleaning Machine,8,2,35.75,1300000
Dehradun,E073,Reservoir Cleaning Machine,8,2,35.75,1300000
Siliguri,E073,Reservoir Cleaning Machine,8,2,35.6,1300000
Udaipur,E073,Reservoir Cleaning Machine,8,2,35.2,1300000
Durgapur,E073,Reservoir Cleaning Machine,8,2,35.18,1300000
Kharagpur,E073,Reservoir Cleaning Machine,8,2,34.4,1300000
Panaji,E073,Reservoir Cleaning Machine,9,2,34.15,1300000
Haldia,E073,Reservoir Cleaning Machine,8,2,34.0,1300000
Tirupati,E073,Reservoir Cleaning Machine,8,2,33.95,1300000
Malda,E073,Reservoir Cleaning Machine,7,2,33.95,1300000
Shimla,E073,Reservoir Cleaning Machine,7,2,33.65,1300000
Delhi,E074,Water Purification Mobile Unit,20,2,80.9,4400000
Mumbai,E074,Water Purification Mobile Unit,18,2,76.9,4400000
Chennai,E074,Water Purification Mobile Unit,14,1,67.8,2200000
Bengaluru,E074,Water Purification Mobile Unit,15,1,66.8,2200000
Kolkata,E074,Water Purification Mobile Unit,13,1,65.4,2200000
Hyderabad,E074,Water Purification Mobile Unit,14,1,62.2,2200000
Ahmedabad,E074,Water Purification Mobile Unit,13,1,58.9,2200000
Pune,E074,Water Purification Mobile Unit,12,1,57.3,2200000
Visakhapatnam,E074,Water Purification Mobile Unit,11,1,57.1,2200000
Kochi,E074,Water Purification Mobile Unit,11,1,56.78,2200000
Srinagar,E074,Water Purification Mobile Unit,9,1,56.75,2200000
Lucknow,E074,Water Purification Mobile Unit,11,1,55.8,2200000
Agra,E074,Water Purification Mobile Unit,10,1,55.7,2200000
Varanasi,E074,Water Purification Mobile Unit,9,1,55.3,2200000
Guwahati,E074,Water Purification Mobile Unit,9,1,55.15,2200000
Bhubaneswar,E074,Water Purification Mobile Unit,10,1,55.0,2200000
Jaipur,E074,Water Purification Mobile Unit,11,1,54.8,2200000
Patna,E074,Water Purification Mobile Unit,10,1,54.7,2200000
Howrah,E074,Water Purification Mobile Unit,10,1,54.5,2200000
Dehradun,E074,Water Purification Mobile Unit,9,1,54.35,2200000
Surat,E074,Water Purification Mobile Unit,12,1,54.3,2200000
Panaji,E074,Water Purification Mobile Unit,10,1,53.75,2200000
Madurai,E074,Water Purification Mobile Unit,10,1,53.6,2200000
Thane,E074,Water Purification Mobile Unit,11,1,53.5,2200000
Kanpur,E074,Water Purification Mobile Unit,11,1,53.4,2200000
Shimla,E074,Water Purification Mobile Unit,8,1,53.35,2200000
Siliguri,E074,Water Purification Mobile Unit,9,1,53.2,2200000
Tirupati,E074,Water Purification Mobile Unit,9,1,52.95,2200000
Amritsar,E074,Water Purification Mobile Unit,10,1,52.5,2200000
Coimbatore,E074,Water Purification Mobile Unit,11,1,52.5,2200000
Vijayawada,E074,Water Purification Mobile Unit,10,1,52.4,2200000
Mysuru,E074,Water Purification Mobile Unit,10,1,52.2,2200000
Indore,E074,Water Purification Mobile Unit,11,1,52.2,2200000
Asansol,E074,Water Purification Mobile Unit,10,1,51.8,2200000
Nagpur,E074,Water Purification Mobile Unit,11,1,51.7,2200000
Udaipur,E074,Water Purification Mobile Unit,9,1,51.2,2200000
Aurangabad,E074,Water Purification Mobile Unit,10,1,50.6,2200000
Ranchi,E074,Water Purification Mobile Unit,9,1,50.6,2200000
Malda,E074,Water Purification Mobile Unit,8,1,50.35,2200000
Haldia,E074,Water Purification Mobile Unit,9,1,49.8,2200000
Raipur,E074,Water Purification Mobile Unit,10,1,49.75,2200000
Durgapur,E074,Water Purification Mobile Unit,9,1,49.68,2200000
Jabalpur,E074,Water Purification Mobile Unit,10,1,49.6,2200000
Gwalior,E074,Water Purification Mobile Unit,10,1,49.55,2200000
Nashik,E074,Water Purification Mobile Unit,10,1,49.5,2200000
Ludhiana,E074,Water Purification Mobile Unit,11,1,49.4,2200000
Faridabad,E074,Water Purification Mobile Unit,10,1,49.4,2200000
Kharagpur,E074,Water Purification Mobile Unit,9,1,48.8,2200000
Jodhpur,E074,Water Purification Mobile Unit,9,1,48.5,2200000
Hubli,E074,Water Purification Mobile Unit,9,1,48.35,2200000
Delhi,E075,Portable Pipeline Flusher,19,1,66.2,4500000
Mumbai,E075,Portable Pipeline Flusher,16,1,56.8,4500000
Bengaluru,E075,Portable Pipeline Flusher,13,1,49.9,4500000
Chennai,E075,Portable Pipeline Flusher,13,1,48.5,4500000
Hyderabad,E075,Portable Pipeline Flusher,12,1,47.5,4500000
Ahmedabad,E075,Portable Pipeline Flusher,12,1,46.4,4500000
Kolkata,E075,Portable Pipeline Flusher,11,1,44.1,4500000
Surat,E075,Portable Pipeline Flusher,11,1,42.7,4500000
Pune,E075,Portable Pipeline Flusher,11,1,41.8,4500000
Lucknow,E075,Portable Pipeline Flusher,10,1,40.7,4500000
Jaipur,E075,Portable Pipeline Flusher,10,1,40.6,4500000
Nagpur,E075,Portable Pipeline Flusher,10,1,39.7,4500000
Kanpur,E075,Portable Pipeline Flusher,9,1,39.4,4500000
Indore,E075,Portable Pipeline Flusher,10,1,39.4,4500000
Patna,E075,Portable Pipeline Flusher,9,1,39.1,4500000
Coimbatore,E075,Portable Pipeline Flusher,10,1,38.9,4500000
Visakhapatnam,E075,Portable Pipeline Flusher,10,1,38.9,4500000
Thane,E075,Portable Pipeline Flusher,10,1,38.7,4500000
Ludhiana,E075,Portable Pipeline Flusher,9,1,38.0,4500000
Faridabad,E075,Portable Pipeline Flusher,9,1,37.9,4500000
Asansol,E075,Portable Pipeline Flusher,9,1,37.7,4500000
Agra,E075,Portable Pipeline Flusher,9,1,37.5,4500000
Howrah,E075,Portable Pipeline Flusher,9,1,37.4,4500000
Nashik,E075,Portable Pipeline Flusher,9,1,37.0,4500000
Aurangabad,E075,Portable Pipeline Flusher,9,1,37.0,4500000
Srinagar,E075,Portable Pipeline Flusher,8,1,36.85,4500000
Jabalpur,E075,Portable Pipeline Flusher,9,1,36.8,4500000
Bhubaneswar,E075,Portable Pipeline Flusher,9,1,36.7,4500000
Madurai,E075,Portable Pipeline Flusher,9,1,36.7,4500000
Amritsar,E075,Portable Pipeline Flusher,9,1,36.6,4500000
Varanasi,E075,Portable Pipeline Flusher,8,1,36.5,4500000
Kochi,E075,Portable Pipeline Flusher,10,1,36.48,4500000
Vijayawada,E075,Portable Pipeline Flusher,9,1,36.4,4500000
Guwahati,E075,Portable Pipeline Flusher,8,1,36.35,4500000
Mysuru,E075,Portable Pipeline Flusher,9,1,36.3,4500000
Ranchi,E075,Portable Pipeline Flusher,8,1,36.3,4500000
Raipur,E075,Portable Pipeline Flusher,8,1,35.95,4500000
Jodhpur,E075,Portable Pipeline Flusher,8,1,35.9,4500000
Hubli,E075,Portable Pipeline Flusher,8,1,35.75,4500000
Gwalior,E075,Portable Pipeline Flusher,8,1,35.75,4500000
Dehradun,E075,Portable Pipeline Flusher,8,1,35.75,4500000
Siliguri,E075,Portable Pipeline Flusher,8,1,35.6,4500000
Udaipur,E075,Portable Pipeline Flusher,8,1,35.2,4500000
Durgapur,E075,Portable Pipeline Flusher,8,1,35.18,4500000
Kharagpur,E075,Portable Pipeline Flusher,8,1,34.4,4500000
Panaji,E075,Portable Pipeline Flusher,9,1,34.15,4500000
Haldia,E075,Portable Pipeline Flusher,8,1,34.0,4500000
Tirupati,E075,Portable Pipeline Flusher,8,1,33.95,4500000
Malda,E075,Portable Pipeline Flusher,7,1,33.95,4500000
Shimla,E075,Portable Pipeline Flusher,7,1,33.65,4500000
Delhi,E076,Hydraulic Pipe Cutter,17,1,70.3,2600000
Mumbai,E076,Hydraulic Pipe Cutter,14,1,60.6,2600000
Bengaluru,E076,Hydraulic Pipe Cutter,12,1,55.3,2600000
Hyderabad,E076,Hydraulic Pipe Cutter,11,1,52.4,2600000
Chennai,E076,Hydraulic Pipe Cutter,11,1,52.2,2600000
Ahmedabad,E076,Hydraulic Pipe Cutter,10,1,50.4,2600000
Kolkata,E076,Hydraulic Pipe Cutter,10,1,47.5,2600000
Surat,E076,Hydraulic Pipe Cutter,10,1,47.5,2600000
Pune,E076,Hydraulic Pipe Cutter,9,1,45.3,2600000
Jaipur,E076,Hydraulic Pipe Cutter,9,1,45.3,2600000
Lucknow,E076,Hydraulic Pipe Cutter,9,1,44.5,2600000
Kanpur,E076,Hydraulic Pipe Cutter,8,1,43.8,2600000
Visakhapatnam,E076,Hydraulic Pipe Cutter,9,1,43.5,2600000
Thane,E076,Hydraulic Pipe Cutter,9,1,43.1,2600000
Coimbatore,E076,Hydraulic Pipe Cutter,9,1,43.0,2600000
Ludhiana,E076,Hydraulic Pipe Cutter,8,1,42.8,2600000
Nagpur,E076,Hydraulic Pipe Cutter,8,1,42.7,2600000
Indore,E076,Hydraulic Pipe Cutter,8,1,42.5,2600000
Asansol,E076,Hydraulic Pipe Cutter,8,1,42.2,2600000
Faridabad,E076,Hydraulic Pipe Cutter,8,1,42.1,2600000
Patna,E076,Hydraulic Pipe Cutter,8,1,42.0,2600000
Nashik,E076,Hydraulic Pipe Cutter,8,1,41.2,2600000
Howrah,E076,Hydraulic Pipe Cutter,8,1,41.0,2600000
Aurangabad,E076,Hydraulic Pipe Cutter,8,1,40.9,2600000
Agra,E076,Hydraulic Pipe Cutter,8,1,40.5,2600000
Jabalpur,E076,Hydraulic Pipe Cutter,8,1,40.5,2600000
Raipur,E076,Hydraulic Pipe Cutter,7,1,40.25,2600000
Vijayawada,E076,Hydraulic Pipe Cutter,8,1,40.2,2600000
Madurai,E076,Hydraulic Pipe Cutter,8,1,40.1,2600000
Bhubaneswar,E076,Hydraulic Pipe Cutter,8,1,39.9,2600000
Mysuru,E076,Hydraulic Pipe Cutter,8,1,39.8,2600000
Amritsar,E076,Hydraulic Pipe Cutter,8,1,39.8,2600000
Ranchi,E076,Hydraulic Pipe Cutter,7,1,39.8,2600000
Hubli,E076,Hydraulic Pipe Cutter,7,1,39.55,2600000
Varanasi,E076,Hydraulic Pipe Cutter,7,1,39.3,2600000
Durgapur,E076,Hydraulic Pipe Cutter,7,1,39.28,2600000
Gwalior,E076,Hydraulic Pipe Cutter,7,1,39.05,2600000
Guwahati,E076,Hydraulic Pipe Cutter,7,1,39.05,2600000
Srinagar,E076,Hydraulic Pipe Cutter,7,1,39.05,2600000
Jodhpur,E076,Hydraulic Pipe Cutter,7,1,39.0,2600000
Dehradun,E076,Hydraulic Pipe Cutter,7,1,38.65,2600000
Kochi,E076,Hydraulic Pipe Cutter,8,1,38.48,2600000
Siliguri,E076,Hydraulic Pipe Cutter,7,1,38.4,2600000
Udaipur,E076,Hydraulic Pipe Cutter,7,1,37.9,2600000
Haldia,E076,Hydraulic Pipe Cutter,7,1,37.9,2600000
Kharagpur,E076,Hydraulic Pipe Cutter,7,1,37.2,2600000
Tirupati,E076,Hydraulic Pipe Cutter,7,1,36.85,2600000
Panaji,E076,Hydraulic Pipe Cutter,8,1,36.65,2600000
Malda,E076,Hydraulic Pipe Cutter,6,1,35.85,2600000
Shimla,E076,Hydraulic Pipe Cutter,6,1,35.45,2600000
Delhi,E077,Portable Water Pump Unit,19,1,67.2,3800000
Mumbai,E077,Portable Water Pump Unit,16,1,57.8,3800000
Bengaluru,E077,Portable Water Pump Unit,13,1,50.9,3800000
Chennai,E077,Portable Water Pump Unit,13,1,49.5,3800000
Hyderabad,E077,Portable Water Pump Unit,12,1,48.5,3800000
Ahmedabad,E077,Portable Water Pump Unit,12,1,47.4,3800000
Kolkata,E077,Portable Water Pump Unit,11,1,45.1,3800000
Surat,E077,Portable Water Pump Unit,11,1,43.7,3800000
Pune,E077,Portable Water Pump Unit,11,1,42.8,3800000
Lucknow,E077,Portable Water Pump Unit,10,1,41.7,3800000
Jaipur,E077,Portable Water Pump Unit,10,1,41.6,3800000
Nagpur,E077,Portable Water Pump Unit,10,1,40.7,3800000
Kanpur,E077,Portable Water Pump Unit,9,1,40.4,3800000
Indore,E077,Portable Water Pump Unit,10,1,40.4,3800000
Patna,E077,Portable Water Pump Unit,9,1,40.1,3800000
Coimbatore,E077,Portable Water Pump Unit,10,1,39.9,3800000
Visakhapatnam,E077,Portable Water Pump Unit,10,1,39.9,3800000
Thane,E077,Portable Water Pump Unit,10,1,39.7,3800000
Ludhiana,E077,Portable Water Pump Unit,9,1,39.0,3800000
Faridabad,E077,Portable Water Pump Unit,9,1,38.9,3800000
Asansol,E077,Portable Water Pump Unit,9,1,38.7,3800000
Agra,E077,Portable Water Pump Unit,9,1,38.5,3800000
Howrah,E077,Portable Water Pump Unit,9,1,38.4,3800000
Nashik,E077,Portable Water Pump Unit,9,1,38.0,3800000
Aurangabad,E077,Portable Water Pump Unit,9,1,38.0,3800000
Srinagar,E077,Portable Water Pump Unit,8,1,37.85,3800000
Jabalpur,E077,Portable Water Pump Unit,9,1,37.8,3800000
Bhubaneswar,E077,Portable Water Pump Unit,9,1,37.7,3800000
Madurai,E077,Portable Water Pump Unit,9,1,37.7,3800000
Amritsar,E077,Portable Water Pump Unit,9,1,37.6,3800000
Varanasi,E077,Portable Water Pump Unit,8,1,37.5,3800000
Kochi,E077,Portable Water Pump Unit,10,1,37.48,3800000
Vijayawada,E077,Portable Water Pump Unit,9,1,37.4,3800000
Guwahati,E077,Portable Water Pump Unit,8,1,37.35,3800000
Mysuru,E077,Portable Water Pump Unit,9,1,37.3,3800000
Ranchi,E077,Portable Water Pump Unit,8,1,37.3,3800000
Raipur,E077,Portable Water Pump Unit,8,1,36.95,3800000
Jodhpur,E077,Portable Water Pump Unit,8,1,36.9,3800000
Hubli,E077,Portable Water Pump Unit,8,1,36.75,3800000
Gwalior,E077,Portable Water Pump Unit,8,1,36.75,3800000
Dehradun,E077,Portable Water Pump Unit,8,1,36.75,3800000
Siliguri,E077,Portable Water Pump Unit,8,1,36.6,3800000
Udaipur,E077,Portable Water Pump Unit,8,1,36.2,3800000
Durgapur,E077,Portable Water Pump Unit,8,1,36.18,3800000
Kharagpur,E077,Portable Water Pump Unit,8,1,35.4,3800000
Panaji,E077,Portable Water Pump Unit,9,1,35.15,3800000
Haldia,E077,Portable Water Pump Unit,8,1,35.0,3800000
Tirupati,E077,Portable Water Pump Unit,8,1,34.95,3800000
Malda,E077,Portable Water Pump Unit,7,1,34.95,3800000
Shimla,E077,Portable Water Pump Unit,7,1,34.65,3800000
Delhi,E078,Emergency Water Supply Vehicle,20,1,74.7,3000000
Mumbai,E078,Emergency Water Supply Vehicle,18,1,69.8,3000000
Chennai,E078,Emergency Water Supply Vehicle,14,1,60.8,3000000
Bengaluru,E078,Emergency Water Supply Vehicle,15,1,60.2,3000000
Kolkata,E078,Emergency Water Supply Vehicle,13,1,58.2,3000000
Hyderabad,E078,Emergency Water Supply Vehicle,14,1,56.7,3000000
Ahmedabad,E078,Emergency Water Supply Vehicle,13,1,54.1,3000000
Pune,E078,Emergency Water Supply Vehicle,12,1,51.4,3000000
Lucknow,E078,Emergency Water Supply Vehicle,11,1,51.1,3000000
Patna,E078,Emergency Water Supply Vehicle,10,1,50.9,3000000
Visakhapatnam,E078,Emergency Water Supply Vehicle,11,1,50.9,3000000
Surat,E078,Emergency Water Supply Vehicle,12,1,50.8,3000000
Howrah,E078,Emergency Water Supply Vehicle,10,1,50.0,3000000
Kanpur,E078,Emergency Water Supply Vehicle,11,1,49.8,3000000
Guwahati,E078,Emergency Water Supply Vehicle,9,1,49.35,3000000
Kochi,E078,Emergency Water Supply Vehicle,11,1,48.98,3000000
Bhubaneswar,E078,Emergency Water Supply Vehicle,10,1,48.9,3000000
Srinagar,E078,Emergency Water Supply Vehicle,9,1,48.75,3000000
Asansol,E078,Emergency Water Supply Vehicle,10,1,48.7,3000000
Thane,E078,Emergency Water Supply Vehicle,11,1,48.7,3000000
Indore,E078,Emergency Water Supply Vehicle,11,1,48.2,3000000
Nagpur,E078,Emergency Water Supply Vehicle,11,1,48.0,3000000
Siliguri,E078,Emergency Water Supply Vehicle,9,1,48.0,3000000
Vijayawada,E078,Emergency Water Supply Vehicle,10,1,47.6,3000000
Coimbatore,E078,Emergency Water Supply Vehicle,11,1,47.5,3000000
Ranchi,E078,Emergency Water Supply Vehicle,9,1,47.4,3000000
Jaipur,E078,Emergency Water Supply Vehicle,11,1,47.4,3000000
Agra,E078,Emergency Water Supply Vehicle,10,1,47.4,3000000
Dehradun,E078,Emergency Water Supply Vehicle,9,1,47.25,3000000
Varanasi,E078,Emergency Water Supply Vehicle,9,1,47.2,3000000
Haldia,E078,Emergency Water Supply Vehicle,9,1,46.8,3000000
Madurai,E078,Emergency Water Supply Vehicle,10,1,46.8,3000000
Raipur,E078,Emergency Water Supply Vehicle,10,1,46.75,3000000
Ludhiana,E078,Emergency Water Supply Vehicle,11,1,46.5,3000000
Durgapur,E078,Emergency Water Supply Vehicle,9,1,46.38,3000000
Faridabad,E078,Emergency Water Supply Vehicle,10,1,46.3,3000000
Malda,E078,Emergency Water Supply Vehicle,8,1,46.15,3000000
Kharagpur,E078,Emergency Water Supply Vehicle,9,1,46.0,3000000
Aurangabad,E078,Emergency Water Supply Vehicle,10,1,46.0,3000000
Jabalpur,E078,Emergency Water Supply Vehicle,10,1,45.8,3000000
Gwalior,E078,Emergency Water Supply Vehicle,10,1,45.55,3000000
Nashik,E078,Emergency Water Supply Vehicle,10,1,45.4,3000000
Mysuru,E078,Emergency Water Supply Vehicle,10,1,45.2,3000000
Panaji,E078,Emergency Water Supply Vehicle,10,1,44.95,3000000
Hubli,E078,Emergency Water Supply Vehicle,9,1,44.85,3000000
Shimla,E078,Emergency Water Supply Vehicle,8,1,44.85,3000000
Amritsar,E078,Emergency Water Supply Vehicle,10,1,44.6,3000000
Tirupati,E078,Emergency Water Supply Vehicle,9,1,44.35,3000000
Jodhpur,E078,Emergency Water Supply Vehicle,9,1,42.8,3000000
Udaipur,E078,Emergency Water Supply Vehicle,9,1,42.8,3000000
Delhi,E079,Smart Water Monitoring Sensor,19,1,65.2,4800000
Mumbai,E079,Smart Water Monitoring Sensor,16,1,55.8,4800000
Bengaluru,E079,Smart Water Monitoring Sensor,13,1,48.9,4800000
Chennai,E079,Smart Water Monitoring Sensor,13,1,47.5,4800000
Hyderabad,E079,Smart Water Monitoring Sensor,12,1,46.5,4800000
Ahmedabad,E079,Smart Water Monitoring Sensor,12,1,45.4,4800000
Kolkata,E079,Smart Water Monitoring Sensor,11,1,43.1,4800000
Surat,E079,Smart Water Monitoring Sensor,11,1,41.7,4800000
Pune,E079,Smart Water Monitoring Sensor,11,1,40.8,4800000
Lucknow,E079,Smart Water Monitoring Sensor,10,1,39.7,4800000
Jaipur,E079,Smart Water Monitoring Sensor,10,1,39.6,4800000
Nagpur,E079,Smart Water Monitoring Sensor,10,1,38.7,4800000
Kanpur,E079,Smart Water Monitoring Sensor,9,1,38.4,4800000
Indore,E079,Smart Water Monitoring Sensor,10,1,38.4,4800000
Patna,E079,Smart Water Monitoring Sensor,9,1,38.1,4800000
Coimbatore,E079,Smart Water Monitoring Sensor,10,0,37.9,0
Visakhapatnam,E079,Smart Water Monitoring Sensor,10,0,37.9,0
Thane,E079,Smart Water Monitoring Sensor,10,0,37.7,0
Ludhiana,E079,Smart Water Monitoring Sensor,9,0,37.0,0
Faridabad,E079,Smart Water Monitoring Sensor,9,0,36.9,0
Asansol,E079,Smart Water Monitoring Sensor,9,0,36.7,0
Agra,E079,Smart Water Monitoring Sensor,9,0,36.5,0
Howrah,E079,Smart Water Monitoring Sensor,9,0,36.4,0
Nashik,E079,Smart Water Monitoring Sensor,9,0,36.0,0
Aurangabad,E079,Smart Water Monitoring Sensor,9,0,36.0,0
Srinagar,E079,Smart Water Monitoring Sensor,8,0,35.85,0
Jabalpur,E079,Smart Water Monitoring Sensor,9,0,35.8,0
Bhubaneswar,E079,Smart Water Monitoring Sensor,9,0,35.7,0
Madurai,E079,Smart Water Monitoring Sensor,9,0,35.7,0
