municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Nagpur,E105,Pavement Compactor,3,2,8.4,1400000
Coimbatore,E105,Pavement Compactor,3,1,8.1,700000
Patna,E105,Pavement Compactor,3,1,8.1,700000
Thane,E105,Pavement Compactor,3,1,7.9,700000
Ludhiana,E105,Pavement Compactor,3,1,7.8,700000
Faridabad,E105,Pavement Compactor,3,1,7.7,700000
Nashik,E105,Pavement Compactor,3,1,6.7,700000
Agra,E105,Pavement Compactor,3,1,6.7,700000
Asansol,E105,Pavement Compactor,2,1,6.2,700000
Howrah,E105,Pavement Compactor,2,1,6.1,700000
Madurai,E105,Pavement Compactor,2,1,5.5,700000
Varanasi,E105,Pavement Compactor,2,1,5.4,700000
Jabalpur,E105,Pavement Compactor,2,1,5.3,700000
Aurangabad,E105,Pavement Compactor,2,1,5.3,700000
Srinagar,E105,Pavement Compactor,2,1,5.25,700000
Amritsar,E105,Pavement Compactor,2,1,5.2,700000
Ranchi,E105,Pavement Compactor,2,1,5.2,700000
Raipur,E105,Pavement Compactor,2,1,5.15,700000
Bhubaneswar,E105,Pavement Compactor,2,1,5.1,700000
Jodhpur,E105,Pavement Compactor,2,1,5.1,700000
Mysuru,E105,Pavement Compactor,2,1,5.1,700000
Vijayawada,E105,Pavement Compactor,2,1,5.1,700000
Gwalior,E105,Pavement Compactor,2,1,5.05,700000
Kochi,E105,Pavement Compactor,2,1,4.98,700000
Guwahati,E105,Pavement Compactor,2,1,4.95,700000
Dehradun,E105,Pavement Compactor,2,1,4.85,700000
Hubli,E105,Pavement Compactor,1,1,3.95,700000
Siliguri,E105,Pavement Compactor,1,1,3.7,700000
Udaipur,E105,Pavement Compactor,1,1,3.6,700000
Durgapur,E105,Pavement Compactor,1,1,3.58,700000
Tirupati,E105,Pavement Compactor,1,0,2.45,0
Kharagpur,E105,Pavement Compactor,1,0,2.3,0
Malda,E105,Pavement Compactor,1,0,2.25,0
Shimla,E105,Pavement Compactor,1,0,2.25,0
Haldia,E105,Pavement Compactor,1,0,2.2,0
Panaji,E105,Pavement Compactor,1,0,2.15,0
Delhi,E106,Traffic Management Vehicle,20,3,44.0,9600000
Mumbai,E106,Traffic Management Vehicle,18,2,35.5,6400000
Bengaluru,E106,Traffic Management Vehicle,15,2,28.4,6400000
Chennai,E106,Traffic Management Vehicle,14,1,26.1,3200000
Hyderabad,E106,Traffic Management Vehicle,14,1,25.8,3200000
Ahmedabad,E106,Traffic Management Vehicle,13,1,23.6,3200000
Kolkata,E106,Traffic Management Vehicle,13,1,22.5,3200000
Surat,E106,Traffic Management Vehicle,12,1,19.6,3200000
Pune,E106,Traffic Management Vehicle,12,1,18.9,3200000
Lucknow,E106,Traffic Management Vehicle,11,1,17.3,3200000
Jaipur,E106,Traffic Management Vehicle,11,1,17.1,3200000
Kanpur,E106,Traffic Management Vehicle,11,1,16.8,3200000
Nagpur,E106,Traffic Management Vehicle,11,1,16.4,3200000
Indore,E106,Traffic Management Vehicle,11,1,16.2,3200000
Coimbatore,E106,Traffic Management Vehicle,11,1,16.1,3200000
Visakhapatnam,E106,Traffic Management Vehicle,11,1,16.0,3200000
Thane,E106,Traffic Management Vehicle,11,1,15.9,3200000
Ludhiana,E106,Traffic Management Vehicle,11,1,15.8,3200000
Patna,E106,Traffic Management Vehicle,10,1,15.1,3200000
Faridabad,E106,Traffic Management Vehicle,10,1,14.7,3200000
Asansol,E106,Traffic Management Vehicle,10,1,14.2,3200000
Howrah,E106,Traffic Management Vehicle,10,1,14.1,3200000
Kochi,E106,Traffic Management Vehicle,11,1,13.98,3200000
Agra,E106,Traffic Management Vehicle,10,1,13.7,3200000
Nashik,E106,Traffic Management Vehicle,10,1,13.7,3200000
Madurai,E106,Traffic Management Vehicle,10,1,13.5,3200000
Aurangabad,E106,Traffic Management Vehicle,10,1,13.3,3200000
Jabalpur,E106,Traffic Management Vehicle,10,1,13.3,3200000
Amritsar,E106,Traffic Management Vehicle,10,1,13.2,3200000
Raipur,E106,Traffic Management Vehicle,10,1,13.15,3200000
Mysuru,E106,Traffic Management Vehicle,10,1,13.1,3200000
Vijayawada,E106,Traffic Management Vehicle,10,1,13.1,3200000
Bhubaneswar,E106,Traffic Management Vehicle,10,1,13.1,3200000
Gwalior,E106,Traffic Management Vehicle,10,1,13.05,3200000
Varanasi,E106,Traffic Management Vehicle,9,1,12.4,3200000
Srinagar,E106,Traffic Management Vehicle,9,1,12.25,3200000
Ranchi,E106,Traffic Management Vehicle,9,1,12.2,3200000
Jodhpur,E106,Traffic Management Vehicle,9,1,12.1,3200000
Guwahati,E106,Traffic Management Vehicle,9,1,11.95,3200000
Hubli,E106,Traffic Management Vehicle,9,1,11.95,3200000
Dehradun,E106,Traffic Management Vehicle,9,1,11.85,3200000
Siliguri,E106,Traffic Management Vehicle,9,1,11.7,3200000
Udaipur,E106,Traffic Management Vehicle,9,1,11.6,3200000
Durgapur,E106,Traffic Management Vehicle,9,1,11.58,3200000
Panaji,E106,Traffic Management Vehicle,10,1,11.15,3200000
Tirupati,E106,Traffic Management Vehicle,9,1,10.45,3200000
Kharagpur,E106,Traffic Management Vehicle,9,1,10.3,3200000
Haldia,E106,Traffic Management Vehicle,9,1,10.2,3200000
Shimla,E106,Traffic Management Vehicle,8,1,9.25,3200000
Malda,E106,Traffic Management Vehicle,8,1,9.25,3200000
Delhi,E107,Portable Generator,9,9,33.0,1350000
Mumbai,E107,Portable Generator,9,9,26.5,1350000
Bengaluru,E107,Portable Generator,9,8,22.4,1200000
Chennai,E107,Portable Generator,9,8,21.1,1200000
Hyderabad,E107,Portable Generator,9,8,20.8,1200000
Ahmedabad,E107,Portable Generator,9,7,19.6,1050000
Kolkata,E107,Portable Generator,9,7,18.5,1050000
Surat,E107,Portable Generator,9,6,16.6,900000
Pune,E107,Portable Generator,9,6,15.9,900000
Lucknow,E107,Portable Generator,8,5,14.3,750000
Coimbatore,E107,Portable Generator,9,5,14.1,750000
Jaipur,E107,Portable Generator,8,5,14.1,750000
Visakhapatnam,E107,Portable Generator,9,5,14.0,750000
Thane,E107,Portable Generator,9,5,13.9,750000
Kanpur,E107,Portable Generator,8,5,13.8,750000
Nagpur,E107,Portable Generator,8,5,13.4,750000
Indore,E107,Portable Generator,8,5,13.2,750000
Patna,E107,Portable Generator,8,5,13.1,750000
Ludhiana,E107,Portable Generator,8,5,12.8,750000
Faridabad,E107,Portable Generator,8,5,12.7,750000
Asansol,E107,Portable Generator,8,5,12.2,750000
Howrah,E107,Portable Generator,8,5,12.1,750000
Kochi,E107,Portable Generator,9,4,11.98,600000
Agra,E107,Portable Generator,8,4,11.7,600000
Nashik,E107,Portable Generator,8,4,11.7,600000
Madurai,E107,Portable Generator,8,4,11.5,600000
Varanasi,E107,Portable Generator,8,4,11.4,600000
Aurangabad,E107,Portable Generator,8,4,11.3,600000
Jabalpur,E107,Portable Generator,8,4,11.3,600000
Ranchi,E107,Portable Generator,8,4,11.2,600000
Amritsar,E107,Portable Generator,8,4,11.2,600000
Raipur,E107,Portable Generator,8,4,11.15,600000
Vijayawada,E107,Portable Generator,8,4,11.1,600000
Bhubaneswar,E107,Portable Generator,8,4,11.1,600000
Mysuru,E107,Portable Generator,8,4,11.1,600000
Jodhpur,E107,Portable Generator,8,4,11.1,600000
Gwalior,E107,Portable Generator,8,4,11.05,600000
Hubli,E107,Portable Generator,8,4,10.95,600000
Dehradun,E107,Portable Generator,8,4,10.85,600000
Siliguri,E107,Portable Generator,8,4,10.7,600000
Udaipur,E107,Portable Generator,8,4,10.6,600000
Durgapur,E107,Portable Generator,8,4,10.58,600000
Srinagar,E107,Portable Generator,7,4,10.25,600000
Panaji,E107,Portable Generator,9,4,10.15,600000
Guwahati,E107,Portable Generator,7,4,9.95,600000
Tirupati,E107,Portable Generator,8,4,9.45,600000
Kharagpur,E107,Portable Generator,8,3,9.3,450000
Haldia,E107,Portable Generator,8,3,9.2,450000
Shimla,E107,Portable Generator,7,3,8.25,450000
Malda,E107,Portable Generator,7,3,8.25,450000
Delhi,E108,Electrical Maintenance Van,20,5,44.0,11000000
Mumbai,E108,Electrical Maintenance Van,15,4,32.5,8800000
Bengaluru,E108,Electrical Maintenance Van,13,3,26.4,6600000
Chennai,E108,Electrical Maintenance Van,11,3,23.1,6600000
Hyderabad,E108,Electrical Maintenance Van,10,3,21.8,6600000
Ahmedabad,E108,Electrical Maintenance Van,9,2,19.6,4400000
Kolkata,E108,Electrical Maintenance Van,9,2,18.5,4400000
Surat,E108,Electrical Maintenance Van,7,2,14.6,4400000
Pune,E108,Electrical Maintenance Van,7,2,13.9,4400000
Lucknow,E108,Electrical Maintenance Van,5,1,11.3,2200000
Jaipur,E108,Electrical Maintenance Van,5,1,11.1,2200000
Kanpur,E108,Electrical Maintenance Van,5,1,10.8,2200000
Nagpur,E108,Electrical Maintenance Van,4,1,9.4,2200000
Indore,E108,Electrical Maintenance Van,4,1,9.2,2200000
Coimbatore,E108,Electrical Maintenance Van,4,1,9.1,2200000
Visakhapatnam,E108,Electrical Maintenance Van,4,1,9.0,2200000
Thane,E108,Electrical Maintenance Van,4,1,8.9,2200000
Patna,E108,Electrical Maintenance Van,3,1,8.1,2200000
Ludhiana,E108,Electrical Maintenance Van,3,1,7.8,2200000
Faridabad,E108,Electrical Maintenance Van,3,1,7.7,2200000
Nashik,E108,Electrical Maintenance Van,3,1,6.7,2200000
Agra,E108,Electrical Maintenance Van,3,1,6.7,2200000
Madurai,E108,Electrical Maintenance Van,3,1,6.5,2200000
Varanasi,E108,Electrical Maintenance Van,3,1,6.4,2200000
Asansol,E108,Electrical Maintenance Van,2,1,6.2,2200000
Howrah,E108,Electrical Maintenance Van,2,1,6.1,2200000
Jabalpur,E108,Electrical Maintenance Van,2,1,5.3,2200000
Aurangabad,E108,Electrical Maintenance Van,2,1,5.3,2200000
Srinagar,E108,Electrical Maintenance Van,2,1,5.25,2200000
Amritsar,E108,Electrical Maintenance Van,2,1,5.2,2200000
Ranchi,E108,Electrical Maintenance Van,2,1,5.2,2200000
Raipur,E108,Electrical Maintenance Van,2,1,5.15,2200000
Bhubaneswar,E108,Electrical Maintenance Van,2,1,5.1,2200000
Jodhpur,E108,Electrical Maintenance Van,2,1,5.1,2200000
Mysuru,E108,Electrical Maintenance Van,2,1,5.1,2200000
Vijayawada,E108,Electrical Maintenance Van,2,1,5.1,2200000
Gwalior,E108,Electrical Maintenance Van,2,1,5.05,2200000
Kochi,E108,Electrical Maintenance Van,2,1,4.98,2200000
Guwahati,E108,Electrical Maintenance Van,2,1,4.95,2200000
Hubli,E108,Electrical Maintenance Van,2,1,4.95,2200000
Dehradun,E108,Electrical Maintenance Van,2,1,4.85,2200000
Siliguri,E108,Electrical Maintenance Van,1,0,3.7,0
Udaipur,E108,Electrical Maintenance Van,1,0,3.6,0
Durgapur,E108,Electrical Maintenance Van,1,0,3.58,0
Tirupati,E108,Electrical Maintenance Van,1,0,2.45,0
Kharagpur,E108,Electrical Maintenance Van,1,0,2.3,0
Malda,E108,Electrical Maintenance Van,1,0,2.25,0
Shimla,E108,Electrical Maintenance Van,1,0,2.25,0
Haldia,E108,Electrical Maintenance Van,1,0,2.2,0
Panaji,E108,Electrical Maintenance Van,1,0,2.15,0
Delhi,E109,Underground Cable Locator,20,3,44.0,3300000
Mumbai,E109,Underground Cable Locator,18,3,35.5,3300000
Bengaluru,E109,Underground Cable Locator,15,2,28.4,2200000
Chennai,E109,Underground Cable Locator,14,2,26.1,2200000
Hyderabad,E109,Underground Cable Locator,14,2,25.8,2200000
Ahmedabad,E109,Underground Cable Locator,13,2,23.6,2200000
Kolkata,E109,Underground Cable Locator,13,2,22.5,2200000
Surat,E109,Underground Cable Locator,12,1,19.6,1100000
Pune,E109,Underground Cable Locator,12,1,18.9,1100000
Lucknow,E109,Underground Cable Locator,11,1,17.3,1100000
Jaipur,E109,Underground Cable Locator,11,1,17.1,1100000
Kanpur,E109,Underground Cable Locator,11,1,16.8,1100000
Nagpur,E109,Underground Cable Locator,11,1,16.4,1100000
Indore,E109,Underground Cable Locator,11,1,16.2,1100000
Coimbatore,E109,Underground Cable Locator,11,1,16.1,1100000
Visakhapatnam,E109,Underground Cable Locator,11,1,16.0,1100000
Thane,E109,Underground Cable Locator,11,1,15.9,1100000
Ludhiana,E109,Underground Cable Locator,11,1,15.8,1100000
Patna,E109,Underground Cable Locator,10,1,15.1,1100000
Faridabad,E109,Underground Cable Locator,10,1,14.7,1100000
Asansol,E109,Underground Cable Locator,10,1,14.2,1100000
Howrah,E109,Underground Cable Locator,10,1,14.1,1100000
Kochi,E109,Underground Cable Locator,11,1,13.98,1100000
Agra,E109,Underground Cable Locator,10,1,13.7,1100000
Nashik,E109,Underground Cable Locator,10,1,13.7,1100000
Madurai,E109,Underground Cable Locator,10,1,13.5,1100000
Aurangabad,E109,Underground Cable Locator,10,1,13.3,1100000
Jabalpur,E109,Underground Cable Locator,10,1,13.3,1100000
Amritsar,E109,Underground Cable Locator,10,1,13.2,1100000
Raipur,E109,Underground Cable Locator,10,1,13.15,1100000
Mysuru,E109,Underground Cable Locator,10,1,13.1,1100000
Vijayawada,E109,Underground Cable Locator,10,1,13.1,1100000
Bhubaneswar,E109,Underground Cable Locator,10,1,13.1,1100000
Gwalior,E109,Underground Cable Locator,10,1,13.05,1100000
Varanasi,E109,Underground Cable Locator,9,1,12.4,1100000
Srinagar,E109,Underground Cable Locator,9,1,12.25,1100000
Ranchi,E109,Underground Cable Locator,9,1,12.2,1100000
Jodhpur,E109,Underground Cable Locator,9,1,12.1,1100000
Guwahati,E109,Underground Cable Locator,9,1,11.95,1100000
Hubli,E109,Underground Cable Locator,9,1,11.95,1100000
Dehradun,E109,Underground Cable Locator,9,1,11.85,1100000
Siliguri,E109,Underground Cable Locator,9,1,11.7,1100000
Udaipur,E109,Underground Cable Locator,9,1,11.6,1100000
Durgapur,E109,Underground Cable Locator,9,1,11.58,1100000
Panaji,E109,Underground Cable Locator,10,1,11.15,1100000
Tirupati,E109,Underground Cable Locator,9,1,10.45,1100000
Kharagpur,E109,Underground Cable Locator,9,1,10.3,1100000
Haldia,E109,Underground Cable Locator,9,1,10.2,1100000
Shimla,E109,Underground Cable Locator,8,1,9.25,1100000
Malda,E109,Underground Cable Locator,8,1,9.25,1100000
Delhi,E110,Transformer Repair Vehicle,19,2,43.0,10000000
Mumbai,E110,Transformer Repair Vehicle,13,2,30.5,10000000
Bengaluru,E110,Transformer Repair Vehicle,12,1,25.4,5000000
Chennai,E110,Transformer Repair Vehicle,10,1,22.1,5000000
Hyderabad,E110,Transformer Repair Vehicle,9,1,20.8,5000000
Ahmedabad,E110,Transformer Repair Vehicle,8,1,18.6,5000000
Kolkata,E110,Transformer Repair Vehicle,8,1,17.5,5000000
Surat,E110,Transformer Repair Vehicle,6,1,13.6,5000000
Pune,E110,Transformer Repair Vehicle,6,1,12.9,5000000
Lucknow,E110,Transformer Repair Vehicle,5,1,11.3,5000000
Jaipur,E110,Transformer Repair Vehicle,5,1,11.1,5000000
Kanpur,E110,Transformer Repair Vehicle,4,1,9.8,5000000
Indore,E110,Transformer Repair Vehicle,4,1,9.2,5000000
Visakhapatnam,E110,Transformer Repair Vehicle,4,1,9.0,5000000
Nagpur,E110,Transformer Repair Vehicle,3,0,8.4,0
Coimbatore,E110,Transformer Repair Vehicle,3,0,8.1,0
Patna,E110,Transformer Repair Vehicle,3,0,8.1,0
Thane,E110,Transformer Repair Vehicle,3,0,7.9,0
Ludhiana,E110,Transformer Repair Vehicle,3,0,7.8,0
Faridabad,E110,Transformer Repair Vehicle,3,0,7.7,0
Nashik,E110,Transformer Repair Vehicle,3,0,6.7,0
Agra,E110,Transformer Repair Vehicle,3,0,6.7,0
Asansol,E110,Transformer Repair Vehicle,2,0,6.2,0
Howrah,E110,Transformer Repair Vehicle,2,0,6.1,0
Madurai,E110,Transformer Repair Vehicle,2,0,5.5,0
Varanasi,E110,Transformer Repair Vehicle,2,0,5.4,0
Jabalpur,E110,Transformer Repair Vehicle,2,0,5.3,0
Aurangabad,E110,Transformer Repair Vehicle,2,0,5.3,0
Srinagar,E110,Transformer Repair Vehicle,2,0,5.25,0
Amritsar,E110,Transformer Repair Vehicle,2,0,5.2,0
Ranchi,E110,Transformer Repair Vehicle,2,0,5.2,0
Raipur,E110,Transformer Repair Vehicle,2,0,5.15,0
Bhubaneswar,E110,Transformer Repair Vehicle,2,0,5.1,0
Jodhpur,E110,Transformer Repair Vehicle,2,0,5.1,0
Mysuru,E110,Transformer Repair Vehicle,2,0,5.1,0
Vijayawada,E110,Transformer Repair Vehicle,2,0,5.1,0
Gwalior,E110,Transformer Repair Vehicle,2,0,5.05,0
Kochi,E110,Transformer Repair Vehicle,2,0,4.98,0
Guwahati,E110,Transformer Repair Vehicle,2,0,4.95,0
Dehradun,E110,Transformer Repair Vehicle,2,0,4.85,0
Hubli,E110,Transformer Repair Vehicle,1,0,3.95,0
Siliguri,E110,Transformer Repair Vehicle,1,0,3.7,0
Udaipur,E110,Transformer Repair Vehicle,1,0,3.6,0
Durgapur,E110,Transformer Repair Vehicle,1,0,3.58,0
Tirupati,E110,Transformer Repair Vehicle,1,0,2.45,0
Kharagpur,E110,Transformer Repair Vehicle,1,0,2.3,0
Malda,E110,Transformer Repair Vehicle,1,0,2.25,0
Shimla,E110,Transformer Repair Vehicle,1,0,2.25,0
Haldia,E110,Transformer Repair Vehicle,1,0,2.2,0
Panaji,E110,Transformer Repair Vehicle,1,0,2.15,0
Delhi,E111,High Mast Maintenance Crane,19,2,43.0,16400000
Mumbai,E111,High Mast Maintenance Crane,13,1,30.5,8200000
Bengaluru,E111,High Mast Maintenance Crane,12,1,25.4,8200000
Chennai,E111,High Mast Maintenance Crane,10,1,22.1,8200000
Hyderabad,E111,High Mast Maintenance Crane,9,1,20.8,8200000
Ahmedabad,E111,High Mast Maintenance Crane,8,1,18.6,8200000
Kolkata,E111,High Mast Maintenance Crane,8,1,17.5,8200000
Surat,E111,High Mast Maintenance Crane,6,1,13.6,8200000
Pune,E111,High Mast Maintenance Crane,6,1,12.9,8200000
Lucknow,E111,High Mast Maintenance Crane,5,0,11.3,0
Jaipur,E111,High Mast Maintenance Crane,5,0,11.1,0
Kanpur,E111,High Mast Maintenance Crane,4,0,9.8,0
Indore,E111,High Mast Maintenance Crane,4,0,9.2,0
Visakhapatnam,E111,High Mast Maintenance Crane,4,0,9.0,0
Nagpur,E111,High Mast Maintenance Crane,3,0,8.4,0
Coimbatore,E111,High Mast Maintenance Crane,3,0,8.1,0
Patna,E111,High Mast Maintenance Crane,3,0,8.1,0
Thane,E111,High Mast Maintenance Crane,3,0,7.9,0
Ludhiana,E111,High Mast Maintenance Crane,3,0,7.8,0
Faridabad,E111,High Mast Maintenance Crane,3,0,7.7,0
Nashik,E111,High Mast Maintenance Crane,3,0,6.7,0
Agra,E111,High Mast Maintenance Crane,3,0,6.7,0
Asansol,E111,High Mast Maintenance Crane,2,0,6.2,0
Howrah,E111,High Mast Maintenance Crane,2,0,6.1,0
Madurai,E111,High Mast Maintenance Crane,2,0,5.5,0
Varanasi,E111,High Mast Maintenance Crane,2,0,5.4,0
Jabalpur,E111,High Mast Maintenance Crane,2,0,5.3,0
Aurangabad,E111,High Mast Maintenance Crane,2,0,5.3,0
Srinagar,E111,High Mast Maintenance Crane,2,0,5.25,0
Amritsar,E111,High Mast Maintenance Crane,2,0,5.2,0
Ranchi,E111,High Mast Maintenance Crane,2,0,5.2,0
Raipur,E111,High Mast Maintenance Crane,2,0,5.15,0
Bhubaneswar,E111,High Mast Maintenance Crane,2,0,5.1,0
Jodhpur,E111,High Mast Maintenance Crane,2,0,5.1,0
Mysuru,E111,High Mast Maintenance Crane,2,0,5.1,0
Vijayawada,E111,High Mast Maintenance Crane,2,0,5.1,0
Gwalior,E111,High Mast Maintenance Crane,2,0,5.05,0
Kochi,E111,High Mast Maintenance Crane,2,0,4.98,0
Guwahati,E111,High Mast Maintenance Crane,2,0,4.95,0
Dehradun,E111,High Mast Maintenance Crane,2,0,4.85,0
Hubli,E111,High Mast Maintenance Crane,1,0,3.95,0
Siliguri,E111,High Mast Maintenance Crane,1,0,3.7,0
Udaipur,E111,High Mast Maintenance Crane,1,0,3.6,0
Durgapur,E111,High Mast Maintenance Crane,1,0,3.58,0
Tirupati,E111,High Mast Maintenance Crane,1,0,2.45,0
Kharagpur,E111,High Mast Maintenance Crane,1,0,2.3,0
Malda,E111,High Mast Maintenance Crane,1,0,2.25,0
Shimla,E111,High Mast Maintenance Crane,1,0,2.25,0
Haldia,E111,High Mast Maintenance Crane,1,0,2.2,0
Panaji,E111,High Mast Maintenance Crane,1,0,2.15,0
Delhi,E112,Portable Welding Unit,0,0,24.0,0
Mumbai,E112,Portable Welding Unit,0,0,17.5,0
Bengaluru,E112,Portable Welding Unit,0,0,13.4,0
Chennai,E112,Portable Welding Unit,0,0,12.1,0
Hyderabad,E112,Portable Welding Unit,0,0,11.8,0
Ahmedabad,E112,Portable Welding Unit,0,0,10.6,0
Kolkata,E112,Portable Welding Unit,0,0,9.5,0
Surat,E112,Portable Welding Unit,0,0,7.6,0
Pune,E112,Portable Welding Unit,0,0,6.9,0
Lucknow,E112,Portable Welding Unit,0,0,6.3,0
Jaipur,E112,Portable Welding Unit,0,0,6.1,0
Kanpur,E112,Portable Welding Unit,0,0,5.8,0
Nagpur,E112,Portable Welding Unit,0,0,5.4,0
Indore,E112,Portable Welding Unit,0,0,5.2,0
Patna,E112,Portable Welding Unit,0,0,5.1,0
Coimbatore,E112,Portable Welding Unit,0,0,5.1,0
Visakhapatnam,E112,Portable Welding Unit,0,0,5.0,0
Thane,E112,Portable Welding Unit,0,0,4.9,0
Ludhiana,E112,Portable Welding Unit,0,0,4.8,0
Faridabad,E112,Portable Welding Unit,0,0,4.7,0
Asansol,E112,Portable Welding Unit,0,0,4.2,0
Howrah,E112,Portable Welding Unit,0,0,4.1,0
Nashik,E112,Portable Welding Unit,0,0,3.7,0
Agra,E112,Portable Welding Unit,0,0,3.7,0
Madurai,E112,Portable Welding Unit,0,0,3.5,0
Varanasi,E112,Portable Welding Unit,0,0,3.4,0
Jabalpur,E112,Portable Welding Unit,0,0,3.3,0
Aurangabad,E112,Portable Welding Unit,0,0,3.3,0
Srinagar,E112,Portable Welding Unit,0,0,3.25,0
Amritsar,E112,Portable Welding Unit,0,0,3.2,0
Ranchi,E112,Portable Welding Unit,0,0,3.2,0
Raipur,E112,Portable Welding Unit,0,0,3.15,0
Bhubaneswar,E112,Portable Welding Unit,0,0,3.1,0
Jodhpur,E112,Portable Welding Unit,0,0,3.1,0
Mysuru,E112,Portable Welding Unit,0,0,3.1,0
Vijayawada,E112,Portable Welding Unit,0,0,3.1,0
Gwalior,E112,Portable Welding Unit,0,0,3.05,0
Kochi,E112,Portable Welding Unit,0,0,2.98,0
Guwahati,E112,Portable Welding Unit,0,0,2.95,0
Hubli,E112,Portable Welding Unit,0,0,2.95,0
Dehradun,E112,Portable Welding Unit,0,0,2.85,0
Siliguri,E112,Portable Welding Unit,0,0,2.7,0
Udaipur,E112,Portable Welding Unit,0,0,2.6,0
Durgapur,E112,Portable Welding Unit,0,0,2.58,0
Tirupati,E112,Portable Welding Unit,0,0,1.45,0
Kharagpur,E112,Portable Welding Unit,0,0,1.3,0
Malda,E112,Portable Welding Unit,0,0,1.25,0
Shimla,E112,Portable Welding Unit,0,0,1.25,0
Haldia,E112,Portable Welding Unit,0,0,1.2,0
Panaji,E112,Portable Welding Unit,0,0,1.15,0
Delhi,E113,Street Light Installation Kit,19,19,43.0,950000
Mumbai,E113,Street Light Installation Kit,13,13,30.5,650000
Bengaluru,E113,Street Light Installation Kit,12,12,25.4,600000
Chennai,E113,Street Light Installation Kit,10,10,22.1,500000
Hyderabad,E113,Street Light Installation Kit,9,9,20.8,450000
Ahmedabad,E113,Street Light Installation Kit,8,8,18.6,400000
Kolkata,E113,Street Light Installation Kit,8,8,17.5,400000
Surat,E113,Street Light Installation Kit,6,6,13.6,300000
Pune,E113,Street Light Installation Kit,6,6,12.9,300000
Lucknow,E113,Street Light Installation Kit,5,5,11.3,250000
Jaipur,E113,Street Light Installation Kit,5,5,11.1,250000
Kanpur,E113,Street Light Installation Kit,4,4,9.8,200000
Indore,E113,Street Light Installation Kit,4,4,9.2,200000
Visakhapatnam,E113,Street Light Installation Kit,4,4,9.0,200000
Nagpur,E113,Street Light Installation Kit,3,3,8.4,150000
Coimbatore,E113,Street Light Installation Kit,3,3,8.1,150000
Patna,E113,Street Light Installation Kit,3,3,8.1,150000
Thane,E113,Street Light Installation Kit,3,3,7.9,150000
Ludhiana,E113,Street Light Installation Kit,3,3,7.8,150000
Faridabad,E113,Street Light Installation Kit,3,3,7.7,150000
Nashik,E113,Street Light Installation Kit,3,3,6.7,150000
Agra,E113,Street Light Installation Kit,3,3,6.7,150000
Asansol,E113,Street Light Installation Kit,2,2,6.2,100000
Howrah,E113,Street Light Installation Kit,2,2,6.1,100000
Madurai,E113,Street Light Installation Kit,2,2,5.5,100000
Varanasi,E113,Street Light Installation Kit,2,2,5.4,100000
Jabalpur,E113,Street Light Installation Kit,2,2,5.3,100000
Aurangabad,E113,Street Light Installation Kit,2,2,5.3,100000
Srinagar,E113,Street Light Installation Kit,2,2,5.25,100000
Amritsar,E113,Street Light Installation Kit,2,2,5.2,100000
Ranchi,E113,Street Light Installation Kit,2,2,5.2,100000
Raipur,E113,Street Light Installation Kit,2,2,5.15,100000
Bhubaneswar,E113,Street Light Installation Kit,2,2,5.1,100000
Jodhpur,E113,Street Light Installation Kit,2,2,5.1,100000
Mysuru,E113,Street Light Installation Kit,2,2,5.1,100000
Vijayawada,E113,Street Light Installation Kit,2,2,5.1,100000
Gwalior,E113,Street Light Installation Kit,2,2,5.05,100000
Kochi,E113,Street Light Installation Kit,2,2,4.98,100000
Guwahati,E113,Street Light Installation Kit,2,2,4.95,100000
Dehradun,E113,Street Light Installation Kit,2,2,4.85,100000
Hubli,E113,Street Light Installation Kit,1,1,3.95,50000
Siliguri,E113,Street Light Installation Kit,1,1,3.7,50000
Udaipur,E113,Street Light Installation Kit,1,1,3.6,50000
Durgapur,E113,Street Light Installation Kit,1,1,3.58,50000
Tirupati,E113,Street Light Installation Kit,1,1,2.45,50000
Kharagpur,E113,Street Light Installation Kit,1,1,2.3,50000
Malda,E113,Street Light Installation Kit,1,1,2.25,50000
Shimla,E113,Street Light Installation Kit,1,1,2.25,50000
Haldia,E113,Street Light Installation Kit,1,1,2.2,50000
Panaji,E113,Street Light Installation Kit,1,1,2.15,50000
Delhi,E114,Cable Fault Detection Machine,19,2,43.0,5600000
Mumbai,E114,Cable Fault Detection Machine,16,2,33.5,5600000
Bengaluru,E114,Cable Fault Detection Machine,13,1,26.4,2800000
Chennai,E114,Cable Fault Detection Machine,13,1,25.1,2800000
Hyderabad,E114,Cable Fault Detection Machine,12,1,23.8,2800000
Ahmedabad,E114,Cable Fault Detection Machine,12,1,22.6,2800000
Kolkata,E114,Cable Fault Detection Machine,11,1,20.5,2800000
Surat,E114,Cable Fault Detection Machine,11,1,18.6,2800000
Pune,E114,Cable Fault Detection Machine,11,1,17.9,2800000
Lucknow,E114,Cable Fault Detection Machine,10,1,16.3,2800000
Jaipur,E114,Cable Fault Detection Machine,10,1,16.1,2800000
Nagpur,E114,Cable Fault Detection Machine,10,1,15.4,2800000
Indore,E114,Cable Fault Detection Machine,10,1,15.2,2800000
Coimbatore,E114,Cable Fault Detection Machine,10,1,15.1,2800000
Visakhapatnam,E114,Cable Fault Detection Machine,10,1,15.0,2800000
Thane,E114,Cable Fault Detection Machine,10,1,14.9,2800000
