municipality,equipment_id,equipment_name,predicted_demand
Coimbatore,E039,Drain Rodding Machine,13
Coimbatore,E040,Underground Pipe Locator,7
Coimbatore,E041,Drain Cleaning Machine,9
Coimbatore,E042,Portable Dewatering Pump,9
Coimbatore,E043,High Capacity Pump Set,9
Coimbatore,E044,Storm Water Pump,10
Coimbatore,E045,Submersible Pump Unit,8
Coimbatore,E046,Canal Desilting Machine,9
Coimbatore,E047,Portable Flood Barrier Unit,7
Coimbatore,E048,Emergency Drainage Vehicle,9
Coimbatore,E049,Drain Excavation Unit,7
Coimbatore,E050,Portable Sandbag Filling Machine,6
Coimbatore,E051,Drain Jetting Machine,9
Coimbatore,E052,Drain Inspection Camera,8
Coimbatore,E053,Portable Mud Suction Unit,8
Coimbatore,E054,Drain Clearing Robot,9
Coimbatore,E055,Portable Emergency Pump,7
Coimbatore,E056,Flood Recovery Vehicle,8
Coimbatore,E057,Storm Drain Vacuum Cleaner,9
Coimbatore,E058,Portable Water Diversion Unit,6
Coimbatore,E059,Chassis Mounted Water Tanker,11
Coimbatore,E060,Water Tanker,11
Coimbatore,E061,Pipeline Leakage Detector,10
Coimbatore,E062,Portable Chlorination Unit,11
Coimbatore,E063,Water Pumping Station Motor,11
Coimbatore,E064,Valve Testing Machine,10
Coimbatore,E065,Pipe Pressure Monitoring Unit,10
Coimbatore,E066,Water Quality Testing Kit,11
Coimbatore,E067,Borewell Cleaning Machine,10
Coimbatore,E068,Portable Water Storage Tank,9
Coimbatore,E069,Pipeline Repair Vehicle,11
Coimbatore,E070,Portable Pump Controller,9
Coimbatore,E071,Water Meter Calibration Unit,9
Coimbatore,E072,Pipeline Inspection Camera,10
Coimbatore,E073,Reservoir Cleaning Machine,10
Coimbatore,E074,Water Purification Mobile Unit,11
Coimbatore,E075,Portable Pipeline Flusher,10
Coimbatore,E076,Hydraulic Pipe Cutter,9
Coimbatore,E077,Portable Water Pump Unit,10
Coimbatore,E078,Emergency Water Supply Vehicle,11
Coimbatore,E079,Smart Water Monitoring Sensor,10
Coimbatore,E080,Water Pipeline Maintenance Kit,9
Coimbatore,E081,Hydraulic Excavator,4
Coimbatore,E082,Mini Excavator,4
Coimbatore,E083,Backhoe Loader,13
Coimbatore,E084,Wheel Loader,4
Coimbatore,E085,Track Mounted Excavator,12
Coimbatore,E086,Road Roller,4
Coimbatore,E087,Vibratory Road Roller,4
Coimbatore,E088,Asphalt Paver Machine,4
Coimbatore,E089,Concrete Mixer Machine,2
Coimbatore,E090,Concrete Vibrator,2
Coimbatore,E091,Asphalt Cutter,3
Coimbatore,E092,Road Marking Machine,3
Coimbatore,E093,Concrete Cutting Machine,2
Coimbatore,E094,Crack Sealing Machine,3
Coimbatore,E095,Tipper Truck,12
Coimbatore,E096,Dump Truck,12
Coimbatore,E097,Tyre Mounted Mobile Crane,3
Coimbatore,E098,Portable Concrete Pump,2
Coimbatore,E099,Hydraulic Breaker,9
Coimbatore,E100,Road Surface Milling Machine,4
Coimbatore,E101,Portable Generator for Road Work,2
Coimbatore,E102,Traffic Cone Deployment Unit,3
Coimbatore,E103,Road Repair Patch Machine,3
Coimbatore,E104,Curb Stone Laying Machine,2
Coimbatore,E105,Pavement Compactor,3
Coimbatore,E106,Diesel Generator Set,11
Coimbatore,E107,Portable Generator,9
Coimbatore,E108,Street Light Maintenance Lift,4
Coimbatore,E109,Transformer Maintenance Vehicle,11
Coimbatore,E110,Electric Cable Locator,3
Coimbatore,E111,Underground Fault Detector,3
Coimbatore,E112,Portable Tower Light,0
Coimbatore,E113,Smart Street Light Controller,3
Coimbatore,E114,Electrical Maintenance Van,10
Coimbatore,E115,Portable Solar Lighting Unit,0
Coimbatore,E116,Mobile Repair Van,12
Coimbatore,E117,Voltage Monitoring Device,9
Coimbatore,E118,Underground Cable Repair Kit,3
Coimbatore,E119,Portable Battery Backup Unit,8
Coimbatore,E120,Smart Utility Monitoring Console,20
Coimbatore,E121,Portable Toilet Unit,10
Coimbatore,E122,Mobile Toilet Van,10
Coimbatore,E123,Public Toilet Cleaning Machine,17
Coimbatore,E124,High Pressure Washer,19
Coimbatore,E125,Disinfection Sprayer Unit,10
Coimbatore,E126,Fogging Machine,8
Coimbatore,E127,Portable Cleaning Cart,9
Coimbatore,E128,Manual Cleaning Trolley,9
Coimbatore,E129,Portable Hand Wash Station,9
Coimbatore,E130,Sanitary Waste Disposal Unit,2
Coimbatore,E131,Portable Urinal Unit,9
Coimbatore,E132,Public Washroom Maintenance Vehicle,17
Coimbatore,E133,Drain Disinfection Unit,8
Coimbatore,E134,Portable Steam Cleaning Machine,9
Coimbatore,E135,Street Disinfection Vehicle,3
Coimbatore,E136,Biohazard Disposal Container,2
Coimbatore,E137,Portable Sanitation Kiosk,9
Coimbatore,E138,Municipal Cleaning Utility Vehicle,19
Coimbatore,E139,Fire Tender Vehicle,15
Coimbatore,E140,Portable Rescue Boat,0
Coimbatore,E141,Emergency Communication Van,10
Coimbatore,E142,Portable Medical Response Unit,11
Coimbatore,E143,Emergency Water Pump,8
Coimbatore,E144,Debris Removal Loader,11
Coimbatore,E145,Portable Lighting Tower,0
Coimbatore,E146,Emergency Generator Unit,10
Coimbatore,E147,Portable Emergency Shelter Unit,0
Coimbatore,E148,Hydraulic Rescue Cutter,0
Coimbatore,E149,Emergency Evacuation Vehicle,14
Coimbatore,E150,Portable Public Warning System,1
Coimbatore,E151,Flood Monitoring Sensor,7
Coimbatore,E152,Emergency Drone Surveillance Unit,11
Coimbatore,E153,Portable Life Support Kit,1
Coimbatore,E154,Disaster Recovery Crane,11
Coimbatore,E155,Emergency Ambulance Van,14
Coimbatore,E156,Portable Command Center Unit,10
Coimbatore,E157,Rapid Response Vehicle,12
Coimbatore,E158,Emergency Traffic Diversion Unit,3
Coimbatore,E159,Portable Search Light Unit,0
Coimbatore,E160,Disaster Supply Transport Vehicle,12
Coimbatore,E161,Sewage Treatment Plant Pump,10
Coimbatore,E162,Portable Laboratory Testing Unit,20
Coimbatore,E163,Air Quality Monitoring Station,3
Coimbatore,E164,Noise Pollution Monitoring Unit,3
Coimbatore,E165,Construction Debris Crusher,1
Coimbatore,E166,Smart Parking Monitoring Unit,3
Coimbatore,E167,Municipal Survey Drone,20
Coimbatore,E168,GIS Mapping Workstation,20
Coimbatore,E169,Portable Air Compressor,2
Coimbatore,E170,Industrial Pollution Response Unit,0
Coimbatore,E171,Smart Civic Monitoring Console,20
Coimbatore,E172,Portable Municipal Command Vehicle,20
Coimbatore,E173,Integrated Utility Maintenance Vehicle,20
Madurai,E001,Garbage Compactor Truck,2
Madurai,E002,Mini Garbage Tipper,2
Madurai,E003,Refuse Collector Vehicle,2
Madurai,E004,Portable Waste Compactor,1
Madurai,E005,Mechanical Road Sweeper,3
Madurai,E006,Vacuum Road Sweeper,3
Madurai,E007,Dumper Placer Vehicle,1
Madurai,E008,Waste Collection Container,1
Madurai,E009,Hydraulic Waste Loader,1
Madurai,E010,Transfer Station Container,1
Madurai,E011,Plastic Baler Machine,1
Madurai,E012,Organic Waste Shredder,1
Madurai,E013,Bio Waste Composting Machine,1
Madurai,E014,Portable Garbage Bin Set,1
Madurai,E015,Skid Steer Loader,1
Madurai,E016,Waste Conveyor Belt Unit,1
Madurai,E017,Industrial Waste Crusher,1
Madurai,E018,Dumpster Container,1
Madurai,E019,Front Loader Waste Vehicle,1
Madurai,E020,Waste Segregation Conveyor,1
Madurai,E021,Leaf Collection Vacuum Unit,2
Madurai,E022,Portable Bin Lifter,1
Madurai,E023,Waste Hopper Unit,1
Madurai,E024,Biomedical Waste Carrier,1
Madurai,E025,Municipal Waste Crane,1
Madurai,E026,Street Cleaning Cart,2
Madurai,E027,Waste Transfer Trailer,1
Madurai,E028,Mobile Waste Collection Unit,1
Madurai,E029,Truck Mounted Suction Cum Jetting Machine,16
Madurai,E030,Sewer Jetting Machine,15
Madurai,E031,High Pressure Sewer Cleaner,15
Madurai,E032,Root Cutting System for Sewer Line,7
Madurai,E033,Sewer Inspection Camera,7
Madurai,E034,Portable Pipeline CCTV Unit,7
Madurai,E035,Vacuum Sludge Tanker,15
Madurai,E036,Manhole Desilting Machine,13
Madurai,E037,Sewer Cleaning Robot,7
Madurai,E038,Portable Sludge Pump,11
Madurai,E039,Drain Rodding Machine,11
Madurai,E040,Underground Pipe Locator,6
Madurai,E041,Drain Cleaning Machine,8
Madurai,E042,Portable Dewatering Pump,8
Madurai,E043,High Capacity Pump Set,8
Madurai,E044,Storm Water Pump,9
Madurai,E045,Submersible Pump Unit,7
Madurai,E046,Canal Desilting Machine,8
Madurai,E047,Portable Flood Barrier Unit,6
Madurai,E048,Emergency Drainage Vehicle,8
Madurai,E049,Drain Excavation Unit,6
Madurai,E050,Portable Sandbag Filling Machine,6
Madurai,E051,Drain Jetting Machine,8
Madurai,E052,Drain Inspection Camera,7
Madurai,E053,Portable Mud Suction Unit,7
Madurai,E054,Drain Clearing Robot,8
Madurai,E055,Portable Emergency Pump,6
Madurai,E056,Flood Recovery Vehicle,7
Madurai,E057,Storm Drain Vacuum Cleaner,8
Madurai,E058,Portable Water Diversion Unit,6
Madurai,E059,Chassis Mounted Water Tanker,10
Madurai,E060,Water Tanker,10
Madurai,E061,Pipeline Leakage Detector,9
Madurai,E062,Portable Chlorination Unit,10
Madurai,E063,Water Pumping Station Motor,10
Madurai,E064,Valve Testing Machine,9
Madurai,E065,Pipe Pressure Monitoring Unit,9
Madurai,E066,Water Quality Testing Kit,10
Madurai,E067,Borewell Cleaning Machine,9
Madurai,E068,Portable Water Storage Tank,8
Madurai,E069,Pipeline Repair Vehicle,10
Madurai,E070,Portable Pump Controller,8
Madurai,E071,Water Meter Calibration Unit,8
Madurai,E072,Pipeline Inspection Camera,9
Madurai,E073,Reservoir Cleaning Machine,9
Madurai,E074,Water Purification Mobile Unit,10
Madurai,E075,Portable Pipeline Flusher,9
Madurai,E076,Hydraulic Pipe Cutter,8
Madurai,E077,Portable Water Pump Unit,9
Madurai,E078,Emergency Water Supply Vehicle,10
Madurai,E079,Smart Water Monitoring Sensor,9
Madurai,E080,Water Pipeline Maintenance Kit,8
Madurai,E081,Hydraulic Excavator,3
Madurai,E082,Mini Excavator,3
Madurai,E083,Backhoe Loader,11
Madurai,E084,Wheel Loader,3
Madurai,E085,Track Mounted Excavator,10
Madurai,E086,Road Roller,3
Madurai,E087,Vibratory Road Roller,3
Madurai,E088,Asphalt Paver Machine,3
Madurai,E089,Concrete Mixer Machine,2
Madurai,E090,Concrete Vibrator,1
Madurai,E091,Asphalt Cutter,2
Madurai,E092,Road Marking Machine,2
Madurai,E093,Concrete Cutting Machine,2
Madurai,E094,Crack Sealing Machine,2
Madurai,E095,Tipper Truck,10
Madurai,E096,Dump Truck,10
Madurai,E097,Tyre Mounted Mobile Crane,2
Madurai,E098,Portable Concrete Pump,2
Madurai,E099,Hydraulic Breaker,8
Madurai,E100,Road Surface Milling Machine,3
Madurai,E101,Portable Generator for Road Work,1
Madurai,E102,Traffic Cone Deployment Unit,2
Madurai,E103,Road Repair Patch Machine,2
Madurai,E104,Curb Stone Laying Machine,1
Madurai,E105,Pavement Compactor,2
Madurai,E106,Diesel Generator Set,10
Madurai,E107,Portable Generator,8
Madurai,E108,Street Light Maintenance Lift,3
Madurai,E109,Transformer Maintenance Vehicle,10
Madurai,E110,Electric Cable Locator,2
Madurai,E111,Underground Fault Detector,2
Madurai,E112,Portable Tower Light,0
Madurai,E113,Smart Street Light Controller,2
Madurai,E114,Electrical Maintenance Van,9
Madurai,E115,Portable Solar Lighting Unit,0
Madurai,E116,Mobile Repair Van,11
Madurai,E117,Voltage Monitoring Device,8
Madurai,E118,Underground Cable Repair Kit,2
Madurai,E119,Portable Battery Backup Unit,7
Madurai,E120,Smart Utility Monitoring Console,20
Madurai,E121,Portable Toilet Unit,9
Madurai,E122,Mobile Toilet Van,9
Madurai,E123,Public Toilet Cleaning Machine,15
Madurai,E124,High Pressure Washer,17
Madurai,E125,Disinfection Sprayer Unit,9
Madurai,E126,Fogging Machine,7
Madurai,E127,Portable Cleaning Cart,8
Madurai,E128,Manual Cleaning Trolley,8
Madurai,E129,Portable Hand Wash Station,8
Madurai,E130,Sanitary Waste Disposal Unit,1
Madurai,E131,Portable Urinal Unit,8
Madurai,E132,Public Washroom Maintenance Vehicle,15
Madurai,E133,Drain Disinfection Unit,7
Madurai,E134,Portable Steam Cleaning Machine,8
Madurai,E135,Street Disinfection Vehicle,2
Madurai,E136,Biohazard Disposal Container,1
Madurai,E137,Portable Sanitation Kiosk,8
Madurai,E138,Municipal Cleaning Utility Vehicle,17
Madurai,E139,Fire Tender Vehicle,14
Madurai,E140,Portable Rescue Boat,0
Madurai,E141,Emergency Communication Van,9
Madurai,E142,Portable Medical Response Unit,10
Madurai,E143,Emergency Water Pump,7
Madurai,E144,Debris Removal Loader,9
Madurai,E145,Portable Lighting Tower,0
Madurai,E146,Emergency Generator Unit,9
Madurai,E147,Portable Emergency Shelter Unit,0
Madurai,E148,Hydraulic Rescue Cutter,0
Madurai,E149,Emergency Evacuation Vehicle,12
Madurai,E150,Portable Public Warning System,1
Madurai,E151,Flood Monitoring Sensor,6
Madurai,E152,Emergency Drone Surveillance Unit,9
Madurai,E153,Portable Life Support Kit,1
Madurai,E154,Disaster Recovery Crane,9
Madurai,E155,Emergency Ambulance Van,12
Madurai,E156,Portable Command Center Unit,9
Madurai,E157,Rapid Response Vehicle,11
Madurai,E158,Emergency Traffic Diversion Unit,2
Madurai,E159,Portable Search Light Unit,0
Madurai,E160,Disaster Supply Transport Vehicle,11
Madurai,E161,Sewage Treatment Plant Pump,8
Madurai,E162,Portable Laboratory Testing Unit,20
Madurai,E163,Air Quality Monitoring Station,2
Madurai,E164,Noise Pollution Monitoring Unit,2
Madurai,E165,Construction Debris Crusher,1
Madurai,E166,Smart Parking Monitoring Unit,2
Madurai,E167,Municipal Survey Drone,20
Madurai,E168,GIS Mapping Workstation,20
Madurai,E169,Portable Air Compressor,1
Madurai,E170,Industrial Pollution Response Unit,0
Madurai,E171,Smart Civic Monitoring Console,20
Madurai,E172,Portable Municipal Command Vehicle,20
Madurai,E173,Integrated Utility Maintenance Vehicle,20
Vijayawada,E001,Garbage Compactor Truck,1
Vijayawada,E002,Mini Garbage Tipper,1
Vijayawada,E003,Refuse Collector Vehicle,1
Vijayawada,E004,Portable Waste Compactor,1
Vijayawada,E005,Mechanical Road Sweeper,2
Vijayawada,E006,Vacuum Road Sweeper,2
Vijayawada,E007,Dumper Placer Vehicle,1
Vijayawada,E008,Waste Collection Container,1
Vijayawada,E009,Hydraulic Waste Loader,1
Vijayawada,E010,Transfer Station Container,1
Vijayawada,E011,Plastic Baler Machine,1
Vijayawada,E012,Organic Waste Shredder,1
Vijayawada,E013,Bio Waste Composting Machine,1
Vijayawada,E014,Portable Garbage Bin Set,1
Vijayawada,E015,Skid Steer Loader,1
Vijayawada,E016,Waste Conveyor Belt Unit,1
Vijayawada,E017,Industrial Waste Crusher,1
Vijayawada,E018,Dumpster Container,1
Vijayawada,E019,Front Loader Waste Vehicle,1
Vijayawada,E020,Waste Segregation Conveyor,1
Vijayawada,E021,Leaf Collection Vacuum Unit,1
Vijayawada,E022,Portable Bin Lifter,1
Vijayawada,E023,Waste Hopper Unit,1
Vijayawada,E024,Biomedical Waste Carrier,1
Vijayawada,E025,Municipal Waste Crane,1
Vijayawada,E026,Street Cleaning Cart,1
Vijayawada,E027,Waste Transfer Trailer,1
Vijayawada,E028,Mobile Waste Collection Unit,1
Vijayawada,E029,Truck Mounted Suction Cum Jetting Machine,16
Vijayawada,E030,Sewer Jetting Machine,14
Vijayawada,E031,High Pressure Sewer Cleaner,14
Vijayawada,E032,Root Cutting System for Sewer Line,6
Vijayawada,E033,Sewer Inspection Camera,6
Vijayawada,E034,Portable Pipeline CCTV Unit,6
Vijayawada,E035,Vacuum Sludge Tanker,14
Vijayawada,E036,Manhole Desilting Machine,13
Vijayawada,E037,Sewer Cleaning Robot,7
Vijayawada,E038,Portable Sludge Pump,11
Vijayawada,E039,Drain Rodding Machine,11
Vijayawada,E040,Underground Pipe Locator,6
Vijayawada,E041,Drain Cleaning Machine,8
Vijayawada,E042,Portable Dewatering Pump,8
Vijayawada,E043,High Capacity Pump Set,8
Vijayawada,E044,Storm Water Pump,9
Vijayawada,E045,Submersible Pump Unit,7
Vijayawada,E046,Canal Desilting Machine,8
Vijayawada,E047,Portable Flood Barrier Unit,6
Vijayawada,E048,Emergency Drainage Vehicle,8
Vijayawada,E049,Drain Excavation Unit,6
Vijayawada,E050,Portable Sandbag Filling Machine,6
Vijayawada,E051,Drain Jetting Machine,8
Vijayawada,E052,Drain Inspection Camera,7
Vijayawada,E053,Portable Mud Suction Unit,7
Vijayawada,E054,Drain Clearing Robot,8
Vijayawada,E055,Portable Emergency Pump,6
Vijayawada,E056,Flood Recovery Vehicle,7
Vijayawada,E057,Storm Drain Vacuum Cleaner,8
Vijayawada,E058,Portable Water Diversion Unit,6
Vijayawada,E059,Chassis Mounted Water Tanker,10
Vijayawada,E060,Water Tanker,10
Vijayawada,E061,Pipeline Leakage Detector,9
Vijayawada,E062,Portable Chlorination Unit,10
Vijayawada,E063,Water Pumping Station Motor,10
Vijayawada,E064,Valve Testing Machine,9
Vijayawada,E065,Pipe Pressure Monitoring Unit,9
Vijayawada,E066,Water Quality Testing Kit,10
Vijayawada,E067,Borewell Cleaning Machine,9
Vijayawada,E068,Portable Water Storage Tank,8
Vijayawada,E069,Pipeline Repair Vehicle,10
Vijayawada,E070,Portable Pump Controller,8
Vijayawada,E071,Water Meter Calibration Unit,8
Vijayawada,E072,Pipeline Inspection Camera,9
Vijayawada,E073,Reservoir Cleaning Machine,9
Vijayawada,E074,Water Purification Mobile Unit,10
Vijayawada,E075,Portable Pipeline Flusher,9
Vijayawada,E076,Hydraulic Pipe Cutter,8
Vijayawada,E077,Portable Water Pump Unit,9
Vijayawada,E078,Emergency Water Supply Vehicle,10
Vijayawada,E079,Smart Water Monitoring Sensor,9
Vijayawada,E080,Water Pipeline Maintenance Kit,8
Vijayawada,E081,Hydraulic Excavator,2
Vijayawada,E082,Mini Excavator,2
Vijayawada,E083,Backhoe Loader,10
Vijayawada,E084,Wheel Loader,2
Vijayawada,E085,Track Mounted Excavator,10
Vijayawada,E086,Road Roller,2
Vijayawada,E087,Vibratory Road Roller,2
Vijayawada,E088,Asphalt Paver Machine,2
Vijayawada,E089,Concrete Mixer Machine,1
Vijayawada,E090,Concrete Vibrator,1
Vijayawada,E091,Asphalt Cutter,2
Vijayawada,E092,Road Marking Machine,2
Vijayawada,E093,Concrete Cutting Machine,1
Vijayawada,E094,Crack Sealing Machine,2
Vijayawada,E095,Tipper Truck,9
Vijayawada,E096,Dump Truck,9
Vijayawada,E097,Tyre Mounted Mobile Crane,1
Vijayawada,E098,Portable Concrete Pump,1
Vijayawada,E099,Hydraulic Breaker,8
Vijayawada,E100,Road Surface Milling Machine,2
Vijayawada,E101,Portable Generator for Road Work,1
Vijayawada,E102,Traffic Cone Deployment Unit,2
Vijayawada,E103,Road Repair Patch Machine,2
Vijayawada,E104,Curb Stone Laying Machine,1
Vijayawada,E105,Pavement Compactor,2
Vijayawada,E106,Diesel Generator Set,10
Vijayawada,E107,Portable Generator,8
Vijayawada,E108,Street Light Maintenance Lift,2
Vijayawada,E109,Transformer Maintenance Vehicle,10
Vijayawada,E110,Electric Cable Locator,2
Vijayawada,E111,Underground Fault Detector,2
Vijayawada,E112,Portable Tower Light,0
Vijayawada,E113,Smart Street Light Controller,2
Vijayawada,E114,Electrical Maintenance Van,9
Vijayawada,E115,Portable Solar Lighting Unit,0
Vijayawada,E116,Mobile Repair Van,10
Vijayawada,E117,Voltage Monitoring Device,8
Vijayawada,E118,Underground Cable Repair Kit,2
Vijayawada,E119,Portable Battery Backup Unit,7
Vijayawada,E120,Smart Utility Monitoring Console,20
Vijayawada,E121,Portable Toilet Unit,9
Vijayawada,E122,Mobile Toilet Van,9
Vijayawada,E123,Public Toilet Cleaning Machine,15
Vijayawada,E124,High Pressure Washer,17
Vijayawada,E125,Disinfection Sprayer Unit,9
Vijayawada,E126,Fogging Machine,7
Vijayawada,E127,Portable Cleaning Cart,8
Vijayawada,E128,Manual Cleaning Trolley,8
Vijayawada,E129,Portable Hand Wash Station,8
Vijayawada,E130,Sanitary Waste Disposal Unit,1
Vijayawada,E131,Portable Urinal Unit,8
Vijayawada,E132,Public Washroom Maintenance Vehicle,15
Vijayawada,E133,Drain Disinfection Unit,7
Vijayawada,E134,Portable Steam Cleaning Machine,8
Vijayawada,E135,Street Disinfection Vehicle,2
Vijayawada,E136,Biohazard Disposal Container,1
Vijayawada,E137,Portable Sanitation Kiosk,8
Vijayawada,E138,Municipal Cleaning Utility Vehicle,17
Vijayawada,E139,Fire Tender Vehicle,13
Vijayawada,E140,Portable Rescue Boat,0
Vijayawada,E141,Emergency Communication Van,9
Vijayawada,E142,Portable Medical Response Unit,10
Vijayawada,E143,Emergency Water Pump,7
Vijayawada,E144,Debris Removal Loader,9
Vijayawada,E145,Portable Lighting Tower,0
Vijayawada,E146,Emergency Generator Unit,9
Vijayawada,E147,Portable Emergency Shelter Unit,0
Vijayawada,E148,Hydraulic Rescue Cutter,0
Vijayawada,E149,Emergency Evacuation Vehicle,11
Vijayawada,E150,Portable Public Warning System,1
Vijayawada,E151,Flood Monitoring Sensor,6
Vijayawada,E152,Emergency Drone Surveillance Unit,8
Vijayawada,E153,Portable Life Support Kit,1
Vijayawada,E154,Disaster Recovery Crane,9
Vijayawada,E155,Emergency Ambulance Van,11
Vijayawada,E156,Portable Command Center Unit,9
Vijayawada,E157,Rapid Response Vehicle,10
Vijayawada,E158,Emergency Traffic Diversion Unit,2
Vijayawada,E159,Portable Search Light Unit,0
Vijayawada,E160,Disaster Supply Transport Vehicle,10
Vijayawada,E161,Sewage Treatment Plant Pump,8
Vijayawada,E162,Portable Laboratory Testing Unit,20
Vijayawada,E163,Air Quality Monitoring Station,2
Vijayawada,E164,Noise Pollution Monitoring Unit,2
Vijayawada,E165,Construction Debris Crusher,1
Vijayawada,E166,Smart Parking Monitoring Unit,2
Vijayawada,E167,Municipal Survey Drone,20
Vijayawada,E168,GIS Mapping Workstation,20
Vijayawada,E169,Portable Air Compressor,1
Vijayawada,E170,Industrial Pollution Response Unit,0
Vijayawada,E171,Smart Civic Monitoring Console,20
Vijayawada,E172,Portable Municipal Command Vehicle,20
Vijayawada,E173,Integrated Utility Maintenance Vehicle,20
Visakhapatnam,E001,Garbage Compactor Truck,3
Visakhapatnam,E002,Mini Garbage Tipper,2
Visakhapatnam,E003,Refuse Collector Vehicle,2
Visakhapatnam,E004,Portable Waste Compactor,2
Visakhapatnam,E005,Mechanical Road Sweeper,4
Visakhapatnam,E006,Vacuum Road Sweeper,4
Visakhapatnam,E007,Dumper Placer Vehicle,2
Visakhapatnam,E008,Waste Collection Container,2
Visakhapatnam,E009,Hydraulic Waste Loader,2
Visakhapatnam,E010,Transfer Station Container,2
Visakhapatnam,E011,Plastic Baler Machine,2
Visakhapatnam,E012,Organic Waste Shredder,2
Visakhapatnam,E013,Bio Waste Composting Machine,2
Visakhapatnam,E014,Portable Garbage Bin Set,2
Visakhapatnam,E015,Skid Steer Loader,2
Visakhapatnam,E016,Waste Conveyor Belt Unit,2
Visakhapatnam,E017,Industrial Waste Crusher,1
Visakhapatnam,E018,Dumpster Container,2
Visakhapatnam,E019,Front Loader Waste Vehicle,2
Visakhapatnam,E020,Waste Segregation Conveyor,2
Visakhapatnam,E021,Leaf Collection Vacuum Unit,3
Visakhapatnam,E022,Portable Bin Lifter,2
Visakhapatnam,E023,Waste Hopper Unit,2
Visakhapatnam,E024,Biomedical Waste Carrier,2
Visakhapatnam,E025,Municipal Waste Crane,2
Visakhapatnam,E026,Street Cleaning Cart,3
Visakhapatnam,E027,Waste Transfer Trailer,2
Visakhapatnam,E028,Mobile Waste Collection Unit,2
Visakhapatnam,E029,Truck Mounted Suction Cum Jetting Machine,18
Visakhapatnam,E030,Sewer Jetting Machine,16
Visakhapatnam,E031,High Pressure Sewer Cleaner,16
Visakhapatnam,E032,Root Cutting System for Sewer Line,8
Visakhapatnam,E033,Sewer Inspection Camera,8
Visakhapatnam,E034,Portable Pipeline CCTV Unit,8
Visakhapatnam,E035,Vacuum Sludge Tanker,16
Visakhapatnam,E036,Manhole Desilting Machine,15
Visakhapatnam,E037,Sewer Cleaning Robot,9
Visakhapatnam,E038,Portable Sludge Pump,13
Visakhapatnam,E039,Drain Rodding Machine,13
Visakhapatnam,E040,Underground Pipe Locator,7
Visakhapatnam,E041,Drain Cleaning Machine,9
Visakhapatnam,E042,Portable Dewatering Pump,9
Visakhapatnam,E043,High Capacity Pump Set,9
Visakhapatnam,E044,Storm Water Pump,10
Visakhapatnam,E045,Submersible Pump Unit,8
Visakhapatnam,E046,Canal Desilting Machine,9
Visakhapatnam,E047,Portable Flood Barrier Unit,7
Visakhapatnam,E048,Emergency Drainage Vehicle,9
Visakhapatnam,E049,Drain Excavation Unit,7
Visakhapatnam,E050,Portable Sandbag Filling Machine,6
Visakhapatnam,E051,Drain Jetting Machine,9
Visakhapatnam,E052,Drain Inspection Camera,8
Visakhapatnam,E053,Portable Mud Suction Unit,8
Visakhapatnam,E054,Drain Clearing Robot,9
Visakhapatnam,E055,Portable Emergency Pump,7
Visakhapatnam,E056,Flood Recovery Vehicle,8
Visakhapatnam,E057,Storm Drain Vacuum Cleaner,9
Visakhapatnam,E058,Portable Water Diversion Unit,6
Visakhapatnam,E059,Chassis Mounted Water Tanker,11
Visakhapatnam,E060,Water Tanker,11
Visakhapatnam,E061,Pipeline Leakage Detector,10
Visakhapatnam,E062,Portable Chlorination Unit,11
Visakhapatnam,E063,Water Pumping Station Motor,11
Visakhapatnam,E064,Valve Testing Machine,10
Visakhapatnam,E065,Pipe Pressure Monitoring Unit,10
Visakhapatnam,E066,Water Quality Testing Kit,11
Visakhapatnam,E067,Borewell Cleaning Machine,10
Visakhapatnam,E068,Portable Water Storage Tank,9
Visakhapatnam,E069,Pipeline Repair Vehicle,11
Visakhapatnam,E070,Portable Pump Controller,9
Visakhapatnam,E071,Water Meter Calibration Unit,9
Visakhapatnam,E072,Pipeline Inspection Camera,10
Visakhapatnam,E073,Reservoir Cleaning Machine,10
Visakhapatnam,E074,Water Purification Mobile Unit,11
Visakhapatnam,E075,Portable Pipeline Flusher,10
Visakhapatnam,E076,Hydraulic Pipe Cutter,9
Visakhapatnam,E077,Portable Water Pump Unit,10
Visakhapatnam,E078,Emergency Water Supply Vehicle,11
Visakhapatnam,E079,Smart Water Monitoring Sensor,10
Visakhapatnam,E080,Water Pipeline Maintenance Kit,9
Visakhapatnam,E081,Hydraulic Excavator,4
Visakhapatnam,E082,Mini Excavator,4
Visakhapatnam,E083,Backhoe Loader,13
Visakhapatnam,E084,Wheel Loader,4
Visakhapatnam,E085,Track Mounted Excavator,12
Visakhapatnam,E086,Road Roller,4
Visakhapatnam,E087,Vibratory Road Roller,4
Visakhapatnam,E088,Asphalt Paver Machine,4
Visakhapatnam,E089,Concrete Mixer Machine,3
Visakhapatnam,E090,Concrete Vibrator,2
Visakhapatnam,E091,Asphalt Cutter,4
Visakhapatnam,E092,Road Marking Machine,4
Visakhapatnam,E093,Concrete Cutting Machine,3
Visakhapatnam,E094,Crack Sealing Machine,4
Visakhapatnam,E095,Tipper Truck,12
Visakhapatnam,E096,Dump Truck,12
Visakhapatnam,E097,Tyre Mounted Mobile Crane,3
Visakhapatnam,E098,Portable Concrete Pump,3
Visakhapatnam,E099,Hydraulic Breaker,10
Visakhapatnam,E100,Road Surface Milling Machine,4
Visakhapatnam,E101,Portable Generator for Road Work,2
